Folio,Recipe,F1,N_TP
f114r,Hiera Picra (Hiera de Galeno),40.0,3
f114r,Trifera Magna,71.4,10
f114r,Diamargariton (Electuario de Perlas),31.6,3
f114r,Diaciminum (Electuario de Comino),58.8,5
f114r,Unguentum Basilicon,0,0
f114r,Unguentum Populeon,0,0
f114r,Pillulae de Hiera cum Agarico,28.6,2
f114r,Pillulae Fetidae (Pildoras Fetidas),37.5,3
f114r,Requies Magna (Requies Nicolai),25.0,2
f114r,Diacodion (Jarabe de Adormidera),15.4,1
f114r,Dialtea (Ungueento de Altea),0,0
f114r,Philonium Persicum,81.8,9
f114r,Oximel Compositum,40.0,3
f114r,Theriac Diatessaron,42.9,3
f114r,Theodoricon Euporistum,78.3,9
f114r,Diasatyrion,60.0,6
f114r,Diarodon Abbatis,30.0,3
f114r,Rosata Novella,23.5,2
f114r,Letitia Galeni,31.6,3
f114r,Trifera Saracenica,85.7,9
f114r,Paulinum,76.2,8
f114r,Electuarium Justinum,72.7,8
f114r,Electuarium de Baccis Lauri,66.7,6
f114r,Syrupus de Fumaria,15.4,1
f114r,Confectio Anacardia,77.8,7
f114r,Electuarium Diacostum,55.6,5
f114r,Unguentum Marciaton,0,0
f114r,Suffuf al-Tib (Polvo aromatico de Avicena),33.3,3
f114r,Itrifal Ustukhudus (Electuario de Espliego),50.0,4
f114r,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),42.9,3
f114r,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),73.7,7
f114r,Unguentum Abulcasis (de vulneribus),16.7,1
f114r,Theriac Abulcasis (contra venenos),90.9,10
f114r,Antidotum Hadriani,80.0,8
f114r,Electuarium Ducis,50.0,4
f114r,Benedicta Laxativa,40.0,3
f114r,Diatragacanthi,15.4,1
f114r,Dianucum (Electuario de Nueces),62.5,5
f114r,Electuarium Diaspermaton,47.1,4
f114r,Philonium Romanum,77.8,7
f114r,Theriac Diatessaron Magna,62.5,5
f114v,Theriac Magna (Triaca de Andromachus),64.0,8
f114v,Mithridatium,69.6,8
f114v,Diascordium,52.6,5
f114v,Pillulae Cochiae,18.2,1
f114v,Pillulae Aureae,30.8,2
f114v,Unguentum Apostolorum,42.9,3
f114v,Electuarium de Succo Rosarum,30.8,2
f114v,Aurea Alexandrina,66.7,7
f114v,Confectio Hamech,26.7,2
f114v,Hiera Picra (Hiera de Galeno),28.6,2
f114v,Trifera Magna,66.7,9
f114v,Diamargariton (Electuario de Perlas),33.3,3
f114v,Diaciminum (Electuario de Comino),50.0,4
f114v,Unguentum Basilicon,18.2,1
f114v,Unguentum Populeon,0,0
f114v,Pillulae de Hiera cum Agarico,30.8,2
f114v,Pillulae Fetidae (Pildoras Fetidas),53.3,4
f114v,Requies Magna (Requies Nicolai),26.7,2
f114v,Diacodion (Jarabe de Adormidera),16.7,1
f114v,Dialtea (Ungueento de Altea),0,0
f114v,Philonium Persicum,76.2,8
f114v,Oximel Compositum,28.6,2
f114v,Theriac Diatessaron,15.4,1
f114v,Theodoricon Euporistum,72.7,8
f114v,Diasatyrion,52.6,5
f114v,Diarodon Abbatis,31.6,3
f114v,Rosata Novella,25.0,2
f114v,Letitia Galeni,33.3,3
f114v,Trifera Saracenica,80.0,8
f114v,Paulinum,70.0,7
f114v,Electuarium Justinum,66.7,7
f114v,Electuarium de Baccis Lauri,47.1,4
f114v,Syrupus de Fumaria,16.7,1
f114v,Confectio Anacardia,70.6,6
f114v,Electuarium Diacostum,47.1,4
f114v,Unguentum Marciaton,0,0
f114v,Suffuf al-Tib (Polvo aromatico de Avicena),35.3,3
f114v,Itrifal Ustukhudus (Electuario de Espliego),40.0,3
f114v,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),15.4,1
f114v,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),66.7,6
f114v,Unguentum Abulcasis (de vulneribus),18.2,1
f114v,Theriac Abulcasis (contra venenos),76.2,8
f114v,Antidotum Hadriani,63.2,6
f114v,Electuarium Ducis,40.0,3
f114v,Benedicta Laxativa,42.9,3
f114v,Diatragacanthi,16.7,1
f114v,Dianucum (Electuario de Nueces),53.3,4
f114v,Electuarium Diaspermaton,37.5,3
f114v,Philonium Romanum,70.6,6
f114v,Theriac Diatessaron Magna,40.0,3
f115r,Theriac Magna (Triaca de Andromachus),61.5,8
f115r,Mithridatium,58.3,7
f115r,Diascordium,50.0,5
f115r,Pillulae Cochiae,16.7,1
f115r,Pillulae Aureae,28.6,2
f115r,Unguentum Apostolorum,40.0,3
f115r,Electuarium de Succo Rosarum,14.3,1
f115r,Aurea Alexandrina,54.5,6
f115r,Confectio Hamech,25.0,2
f115r,Hiera Picra (Hiera de Galeno),26.7,2
f115r,Trifera Magna,64.3,9
f115r,Diamargariton (Electuario de Perlas),31.6,3
f115r,Diaciminum (Electuario de Comino),35.3,3
f115r,Unguentum Basilicon,16.7,1
f115r,Unguentum Populeon,0,0
f115r,Pillulae de Hiera cum Agarico,28.6,2
f115r,Pillulae Fetidae (Pildoras Fetidas),50.0,4
f115r,Requies Magna (Requies Nicolai),25.0,2
f115r,Diacodion (Jarabe de Adormidera),0,0
f115r,Dialtea (Ungueento de Altea),0,0
f115r,Philonium Persicum,63.6,7
f115r,Oximel Compositum,26.7,2
f115r,Theriac Diatessaron,14.3,1
f115r,Theodoricon Euporistum,69.6,8
f115r,Diasatyrion,40.0,4
f115r,Diarodon Abbatis,40.0,4
f115r,Rosata Novella,23.5,2
f115r,Letitia Galeni,31.6,3
f115r,Trifera Saracenica,66.7,7
f115r,Paulinum,57.1,6
f115r,Electuarium Justinum,63.6,7
f115r,Electuarium de Baccis Lauri,33.3,3
f115r,Syrupus de Fumaria,0,0
f115r,Confectio Anacardia,44.4,4
f115r,Electuarium Diacostum,55.6,5
f115r,Unguentum Marciaton,0,0
f115r,Suffuf al-Tib (Polvo aromatico de Avicena),44.4,4
f115r,Itrifal Ustukhudus (Electuario de Espliego),37.5,3
f115r,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),14.3,1
f115r,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),52.6,5
f115r,Unguentum Abulcasis (de vulneribus),16.7,1
f115r,Theriac Abulcasis (contra venenos),54.5,6
f115r,Antidotum Hadriani,60.0,6
f115r,Electuarium Ducis,25.0,2
f115r,Benedicta Laxativa,26.7,2
f115r,Diatragacanthi,0,0
f115r,Dianucum (Electuario de Nueces),25.0,2
f115r,Electuarium Diaspermaton,35.3,3
f115r,Philonium Romanum,44.4,4
f115r,Theriac Diatessaron Magna,25.0,2
f115v,Theriac Magna (Triaca de Andromachus),62.1,9
f115v,Mithridatium,66.7,9
f115v,Diascordium,52.2,6
f115v,Pillulae Cochiae,13.3,1
f115v,Pillulae Aureae,23.5,2
f115v,Unguentum Apostolorum,33.3,3
f115v,Electuarium de Succo Rosarum,23.5,2
f115v,Aurea Alexandrina,64.0,8
f115v,Confectio Hamech,31.6,3
f115v,Hiera Picra (Hiera de Galeno),33.3,3
f115v,Trifera Magna,83.9,13
f115v,Diamargariton (Electuario de Perlas),54.5,6
f115v,Diaciminum (Electuario de Comino),50.0,5
f115v,Unguentum Basilicon,13.3,1
f115v,Unguentum Populeon,0,0
f115v,Pillulae de Hiera cum Agarico,23.5,2
f115v,Pillulae Fetidae (Pildoras Fetidas),42.1,4
f115v,Requies Magna (Requies Nicolai),31.6,3
f115v,Diacodion (Jarabe de Adormidera),12.5,1
f115v,Dialtea (Ungueento de Altea),0,0
f115v,Philonium Persicum,72.0,9
f115v,Oximel Compositum,33.3,3
f115v,Theriac Diatessaron,23.5,2
f115v,Theodoricon Euporistum,69.2,9
f115v,Diasatyrion,69.6,8
f115v,Diarodon Abbatis,52.2,6
f115v,Rosata Novella,40.0,4
f115v,Letitia Galeni,54.5,6
f115v,Trifera Saracenica,75.0,9
f115v,Paulinum,66.7,8
f115v,Electuarium Justinum,64.0,8
f115v,Electuarium de Baccis Lauri,47.6,5
f115v,Syrupus de Fumaria,12.5,1
f115v,Confectio Anacardia,66.7,7
f115v,Electuarium Diacostum,47.6,5
f115v,Unguentum Marciaton,0,0
f115v,Suffuf al-Tib (Polvo aromatico de Avicena),47.6,5
f115v,Itrifal Ustukhudus (Electuario de Espliego),42.1,4
f115v,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),23.5,2
f115v,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),63.6,7
f115v,Unguentum Abulcasis (de vulneribus),13.3,1
f115v,Theriac Abulcasis (contra venenos),72.0,9
f115v,Antidotum Hadriani,60.9,7
f115v,Electuarium Ducis,42.1,4
f115v,Benedicta Laxativa,33.3,3
f115v,Diatragacanthi,12.5,1
f115v,Dianucum (Electuario de Nueces),52.6,5
f115v,Electuarium Diaspermaton,40.0,4
f115v,Philonium Romanum,66.7,7
f115v,Theriac Diatessaron Magna,42.1,4
f116r,Theriac Magna (Triaca de Andromachus),51.9,7
f116r,Mithridatium,56.0,7
f116r,Diascordium,28.6,3
f116r,Pillulae Cochiae,15.4,1
f116r,Pillulae Aureae,13.3,1
f116r,Unguentum Apostolorum,25.0,2
f116r,Electuarium de Succo Rosarum,13.3,1
f116r,Aurea Alexandrina,52.2,6
f116r,Confectio Hamech,11.8,1
f116r,Hiera Picra (Hiera de Galeno),25.0,2
f116r,Trifera Magna,82.8,12
f116r,Diamargariton (Electuario de Perlas),60.0,6
f116r,Diaciminum (Electuario de Comino),33.3,3
f116r,Unguentum Basilicon,0,0
f116r,Unguentum Populeon,0,0
f116r,Pillulae de Hiera cum Agarico,13.3,1
f116r,Pillulae Fetidae (Pildoras Fetidas),35.3,3
f116r,Requies Magna (Requies Nicolai),23.5,2
f116r,Diacodion (Jarabe de Adormidera),0,0
f116r,Dialtea (Ungueento de Altea),0,0
f116r,Philonium Persicum,60.9,7
f116r,Oximel Compositum,25.0,2
f116r,Theriac Diatessaron,13.3,1
f116r,Theodoricon Euporistum,66.7,8
f116r,Diasatyrion,57.1,6
f116r,Diarodon Abbatis,57.1,6
f116r,Rosata Novella,33.3,3
f116r,Letitia Galeni,50.0,5
f116r,Trifera Saracenica,63.6,7
f116r,Paulinum,54.5,6
f116r,Electuarium Justinum,60.9,7
f116r,Electuarium de Baccis Lauri,31.6,3
f116r,Syrupus de Fumaria,0,0
f116r,Confectio Anacardia,42.1,4
f116r,Electuarium Diacostum,52.6,5
f116r,Unguentum Marciaton,0,0
f116r,Suffuf al-Tib (Polvo aromatico de Avicena),52.6,5
f116r,Itrifal Ustukhudus (Electuario de Espliego),23.5,2
f116r,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),13.3,1
f116r,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),50.0,5
f116r,Unguentum Abulcasis (de vulneribus),15.4,1
f116r,Theriac Abulcasis (contra venenos),43.5,5
f116r,Antidotum Hadriani,57.1,6
f116r,Electuarium Ducis,23.5,2
f116r,Benedicta Laxativa,25.0,2
f116r,Diatragacanthi,0,0
f116r,Dianucum (Electuario de Nueces),23.5,2
f116r,Electuarium Diaspermaton,33.3,3
f116r,Philonium Romanum,42.1,4
f116r,Theriac Diatessaron Magna,23.5,2
f116v,Theriac Magna (Triaca de Andromachus),0.0,0
f116v,Mithridatium,0.0,0
f116v,Diascordium,0.0,0
f116v,Pillulae Cochiae,0.0,0
f116v,Pillulae Aureae,0.0,0
f116v,Unguentum Apostolorum,0.0,0
f116v,Electuarium de Succo Rosarum,0.0,0
f116v,Aurea Alexandrina,0.0,0
f116v,Confectio Hamech,0.0,0
f116v,Hiera Picra (Hiera de Galeno),0.0,0
f116v,Trifera Magna,0.0,0
f116v,Diamargariton (Electuario de Perlas),0.0,0
f116v,Diaciminum (Electuario de Comino),0.0,0
f116v,Unguentum Basilicon,0.0,0
f116v,Unguentum Populeon,0.0,0
f116v,Pillulae de Hiera cum Agarico,0.0,0
f116v,Pillulae Fetidae (Pildoras Fetidas),0.0,0
f116v,Requies Magna (Requies Nicolai),0.0,0
f116v,Diacodion (Jarabe de Adormidera),0.0,0
f116v,Dialtea (Ungueento de Altea),0.0,0
f116v,Philonium Persicum,0.0,0
f116v,Oximel Compositum,0.0,0
f116v,Theriac Diatessaron,0.0,0
f116v,Theodoricon Euporistum,0.0,0
f116v,Diasatyrion,0.0,0
f116v,Diarodon Abbatis,0.0,0
f116v,Rosata Novella,0.0,0
f116v,Letitia Galeni,0.0,0
f116v,Trifera Saracenica,0.0,0
f116v,Paulinum,0.0,0
f116v,Electuarium Justinum,0.0,0
f116v,Electuarium de Baccis Lauri,0.0,0
f116v,Syrupus de Fumaria,0.0,0
f116v,Confectio Anacardia,0.0,0
f116v,Electuarium Diacostum,0.0,0
f116v,Unguentum Marciaton,0.0,0
f116v,Suffuf al-Tib (Polvo aromatico de Avicena),0.0,0
f116v,Itrifal Ustukhudus (Electuario de Espliego),0.0,0
f116v,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),0.0,0
f116v,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),0.0,0
f116v,Unguentum Abulcasis (de vulneribus),0.0,0
f116v,Theriac Abulcasis (contra venenos),0.0,0
f116v,Antidotum Hadriani,0.0,0
f116v,Electuarium Ducis,0.0,0
f116v,Benedicta Laxativa,0.0,0
f116v,Diatragacanthi,0.0,0
f116v,Dianucum (Electuario de Nueces),0.0,0
f116v,Electuarium Diaspermaton,0.0,0
f116v,Philonium Romanum,0.0,0
f116v,Theriac Diatessaron Magna,0.0,0
f87r,Theriac Magna (Triaca de Andromachus),11.8,1
f87r,Mithridatium,13.3,1
f87r,Diascordium,36.4,2
f87r,Pillulae Cochiae,0,0
f87r,Pillulae Aureae,40.0,1
f87r,Unguentum Apostolorum,0,0
f87r,Electuarium de Succo Rosarum,0,0
f87r,Aurea Alexandrina,15.4,1
f87r,Confectio Hamech,57.1,2
f87r,Hiera Picra (Hiera de Galeno),33.3,1
f87r,Trifera Magna,10.5,1
f87r,Diamargariton (Electuario de Perlas),0,0
f87r,Diaciminum (Electuario de Comino),25.0,1
f87r,Unguentum Basilicon,0,0
f87r,Unguentum Populeon,0,0
f87r,Pillulae de Hiera cum Agarico,40.0,1
f87r,Pillulae Fetidae (Pildoras Fetidas),0,0
f87r,Requies Magna (Requies Nicolai),28.6,1
f87r,Diacodion (Jarabe de Adormidera),0,0
f87r,Dialtea (Ungueento de Altea),0,0
f87r,Philonium Persicum,15.4,1
f87r,Oximel Compositum,33.3,1
f87r,Theriac Diatessaron,40.0,1
f87r,Theodoricon Euporistum,14.3,1
f87r,Diasatyrion,18.2,1
f87r,Diarodon Abbatis,18.2,1
f87r,Rosata Novella,25.0,1
f87r,Letitia Galeni,20.0,1
f87r,Trifera Saracenica,16.7,1
f87r,Paulinum,16.7,1
f87r,Electuarium Justinum,15.4,1
f87r,Electuarium de Baccis Lauri,22.2,1
f87r,Syrupus de Fumaria,0,0
f87r,Confectio Anacardia,22.2,1
f87r,Electuarium Diacostum,22.2,1
f87r,Unguentum Marciaton,0,0
f87r,Suffuf al-Tib (Polvo aromatico de Avicena),22.2,1
f87r,Itrifal Ustukhudus (Electuario de Espliego),57.1,2
f87r,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),40.0,1
f87r,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),20.0,1
f87r,Unguentum Abulcasis (de vulneribus),0,0
f87r,Theriac Abulcasis (contra venenos),15.4,1
f87r,Antidotum Hadriani,18.2,1
f87r,Electuarium Ducis,28.6,1
f87r,Benedicta Laxativa,0,0
f87r,Diatragacanthi,0,0
f87r,Dianucum (Electuario de Nueces),28.6,1
f87r,Electuarium Diaspermaton,25.0,1
f87r,Philonium Romanum,22.2,1
f87r,Theriac Diatessaron Magna,28.6,1
f87v,Theriac Magna (Triaca de Andromachus),40.0,4
f87v,Mithridatium,33.3,3
f87v,Diascordium,14.3,1
f87v,Pillulae Cochiae,33.3,1
f87v,Pillulae Aureae,0,0
f87v,Unguentum Apostolorum,88.9,4
f87v,Electuarium de Succo Rosarum,0,0
f87v,Aurea Alexandrina,25.0,2
f87v,Confectio Hamech,0,0
f87v,Hiera Picra (Hiera de Galeno),22.2,1
f87v,Trifera Magna,36.4,4
f87v,Diamargariton (Electuario de Perlas),15.4,1
f87v,Diaciminum (Electuario de Comino),0,0
f87v,Unguentum Basilicon,33.3,1
f87v,Unguentum Populeon,0,0
f87v,Pillulae de Hiera cum Agarico,0,0
f87v,Pillulae Fetidae (Pildoras Fetidas),80.0,4
f87v,Requies Magna (Requies Nicolai),0,0
f87v,Diacodion (Jarabe de Adormidera),0,0
f87v,Dialtea (Ungueento de Altea),0,0
f87v,Philonium Persicum,25.0,2
f87v,Oximel Compositum,0,0
f87v,Theriac Diatessaron,25.0,1
f87v,Theodoricon Euporistum,23.5,2
f87v,Diasatyrion,0,0
f87v,Diarodon Abbatis,14.3,1
f87v,Rosata Novella,0,0
f87v,Letitia Galeni,0,0
f87v,Trifera Saracenica,26.7,2
f87v,Paulinum,26.7,2
f87v,Electuarium Justinum,25.0,2
f87v,Electuarium de Baccis Lauri,16.7,1
f87v,Syrupus de Fumaria,0,0
f87v,Confectio Anacardia,0,0
f87v,Electuarium Diacostum,16.7,1
f87v,Unguentum Marciaton,0,0
f87v,Suffuf al-Tib (Polvo aromatico de Avicena),16.7,1
f87v,Itrifal Ustukhudus (Electuario de Espliego),0,0
f87v,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),25.0,1
f87v,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),15.4,1
f87v,Unguentum Abulcasis (de vulneribus),33.3,1
f87v,Theriac Abulcasis (contra venenos),37.5,3
f87v,Antidotum Hadriani,28.6,2
f87v,Electuarium Ducis,0,0
f87v,Benedicta Laxativa,0,0
f87v,Diatragacanthi,0,0
f87v,Dianucum (Electuario de Nueces),0,0
f87v,Electuarium Diaspermaton,0,0
f87v,Philonium Romanum,16.7,1
f87v,Theriac Diatessaron Magna,20.0,1
f88r,Theriac Magna (Triaca de Andromachus),64.3,9
f88r,Mithridatium,69.2,9
f88r,Diascordium,36.4,4
f88r,Pillulae Cochiae,0,0
f88r,Pillulae Aureae,12.5,1
f88r,Unguentum Apostolorum,23.5,2
f88r,Electuarium de Succo Rosarum,12.5,1
f88r,Aurea Alexandrina,58.3,7
f88r,Confectio Hamech,22.2,2
f88r,Hiera Picra (Hiera de Galeno),35.3,3
f88r,Trifera Magna,80.0,12
f88r,Diamargariton (Electuario de Perlas),57.1,6
f88r,Diaciminum (Electuario de Comino),42.1,4
f88r,Unguentum Basilicon,14.3,1
f88r,Unguentum Populeon,0,0
f88r,Pillulae de Hiera cum Agarico,12.5,1
f88r,Pillulae Fetidae (Pildoras Fetidas),22.2,2
f88r,Requies Magna (Requies Nicolai),22.2,2
f88r,Diacodion (Jarabe de Adormidera),0,0
f88r,Dialtea (Ungueento de Altea),0,0
f88r,Philonium Persicum,58.3,7
f88r,Oximel Compositum,47.1,4
f88r,Theriac Diatessaron,12.5,1
f88r,Theodoricon Euporistum,64.0,8
f88r,Diasatyrion,63.6,7
f88r,Diarodon Abbatis,54.5,6
f88r,Rosata Novella,31.6,3
f88r,Letitia Galeni,47.6,5
f88r,Trifera Saracenica,60.9,7
f88r,Paulinum,60.9,7
f88r,Electuarium Justinum,66.7,8
f88r,Electuarium de Baccis Lauri,40.0,4
f88r,Syrupus de Fumaria,0,0
f88r,Confectio Anacardia,50.0,5
f88r,Electuarium Diacostum,50.0,5
f88r,Unguentum Marciaton,0,0
f88r,Suffuf al-Tib (Polvo aromatico de Avicena),50.0,5
f88r,Itrifal Ustukhudus (Electuario de Espliego),33.3,3
f88r,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),12.5,1
f88r,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),66.7,7
f88r,Unguentum Abulcasis (de vulneribus),0,0
f88r,Theriac Abulcasis (contra venenos),58.3,7
f88r,Antidotum Hadriani,45.5,5
f88r,Electuarium Ducis,33.3,3
f88r,Benedicta Laxativa,23.5,2
f88r,Diatragacanthi,0,0
f88r,Dianucum (Electuario de Nueces),33.3,3
f88r,Electuarium Diaspermaton,42.1,4
f88r,Philonium Romanum,50.0,5
f88r,Theriac Diatessaron Magna,11.1,1
f88v,Theriac Magna (Triaca de Andromachus),72.0,9
f88v,Mithridatium,78.3,9
f88v,Diascordium,52.6,5
f88v,Pillulae Cochiae,0,0
f88v,Pillulae Aureae,15.4,1
f88v,Unguentum Apostolorum,28.6,2
f88v,Electuarium de Succo Rosarum,15.4,1
f88v,Aurea Alexandrina,76.2,8
f88v,Confectio Hamech,26.7,2
f88v,Hiera Picra (Hiera de Galeno),42.9,3
f88v,Trifera Magna,66.7,9
f88v,Diamargariton (Electuario de Perlas),33.3,3
f88v,Diaciminum (Electuario de Comino),50.0,4
f88v,Unguentum Basilicon,18.2,1
f88v,Unguentum Populeon,0,0
f88v,Pillulae de Hiera cum Agarico,15.4,1
f88v,Pillulae Fetidae (Pildoras Fetidas),40.0,3
f88v,Requies Magna (Requies Nicolai),13.3,1
f88v,Diacodion (Jarabe de Adormidera),0,0
f88v,Dialtea (Ungueento de Altea),0,0
f88v,Philonium Persicum,85.7,9
f88v,Oximel Compositum,42.9,3
f88v,Theriac Diatessaron,30.8,2
f88v,Theodoricon Euporistum,81.8,9
f88v,Diasatyrion,52.6,5
f88v,Diarodon Abbatis,31.6,3
f88v,Rosata Novella,12.5,1
f88v,Letitia Galeni,22.2,2
f88v,Trifera Saracenica,90.0,9
f88v,Paulinum,80.0,8
f88v,Electuarium Justinum,76.2,8
f88v,Electuarium de Baccis Lauri,47.1,4
f88v,Syrupus de Fumaria,0,0
f88v,Confectio Anacardia,70.6,6
f88v,Electuarium Diacostum,58.8,5
f88v,Unguentum Marciaton,0,0
f88v,Suffuf al-Tib (Polvo aromatico de Avicena),35.3,3
f88v,Itrifal Ustukhudus (Electuario de Espliego),40.0,3
f88v,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),30.8,2
f88v,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),77.8,7
f88v,Unguentum Abulcasis (de vulneribus),18.2,1
f88v,Theriac Abulcasis (contra venenos),76.2,8
f88v,Antidotum Hadriani,73.7,7
f88v,Electuarium Ducis,40.0,3
f88v,Benedicta Laxativa,28.6,2
f88v,Diatragacanthi,0,0
f88v,Dianucum (Electuario de Nueces),53.3,4
f88v,Electuarium Diaspermaton,37.5,3
f88v,Philonium Romanum,70.6,6
f88v,Theriac Diatessaron Magna,40.0,3
f89r,Theriac Magna (Triaca de Andromachus),78.6,11
f89r,Mithridatium,84.6,11
f89r,Diascordium,45.5,5
f89r,Pillulae Cochiae,14.3,1
f89r,Pillulae Aureae,12.5,1
f89r,Unguentum Apostolorum,35.3,3
f89r,Electuarium de Succo Rosarum,12.5,1
f89r,Aurea Alexandrina,75.0,9
f89r,Confectio Hamech,22.2,2
f89r,Hiera Picra (Hiera de Galeno),35.3,3
f89r,Trifera Magna,80.0,12
f89r,Diamargariton (Electuario de Perlas),28.6,3
f89r,Diaciminum (Electuario de Comino),42.1,4
f89r,Unguentum Basilicon,0,0
f89r,Unguentum Populeon,0,0
f89r,Pillulae de Hiera cum Agarico,12.5,1
f89r,Pillulae Fetidae (Pildoras Fetidas),44.4,4
f89r,Requies Magna (Requies Nicolai),11.1,1
f89r,Diacodion (Jarabe de Adormidera),0,0
f89r,Dialtea (Ungueento de Altea),0,0
f89r,Philonium Persicum,83.3,10
f89r,Oximel Compositum,47.1,4
f89r,Theriac Diatessaron,25.0,2
f89r,Theodoricon Euporistum,80.0,10
f89r,Diasatyrion,45.5,5
f89r,Diarodon Abbatis,27.3,3
f89r,Rosata Novella,10.5,1
f89r,Letitia Galeni,19.0,2
f89r,Trifera Saracenica,78.3,9
f89r,Paulinum,78.3,9
f89r,Electuarium Justinum,75.0,9
f89r,Electuarium de Baccis Lauri,50.0,5
f89r,Syrupus de Fumaria,0,0
f89r,Confectio Anacardia,60.0,6
f89r,Electuarium Diacostum,50.0,5
f89r,Unguentum Marciaton,0,0
f89r,Suffuf al-Tib (Polvo aromatico de Avicena),30.0,3
f89r,Itrifal Ustukhudus (Electuario de Espliego),33.3,3
f89r,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),25.0,2
f89r,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),66.7,7
f89r,Unguentum Abulcasis (de vulneribus),14.3,1
f89r,Theriac Abulcasis (contra venenos),66.7,8
f89r,Antidotum Hadriani,63.6,7
f89r,Electuarium Ducis,33.3,3
f89r,Benedicta Laxativa,23.5,2
f89r,Diatragacanthi,0,0
f89r,Dianucum (Electuario de Nueces),44.4,4
f89r,Electuarium Diaspermaton,42.1,4
f89r,Philonium Romanum,60.0,6
f89r,Theriac Diatessaron Magna,33.3,3
f89v,Theriac Magna (Triaca de Andromachus),72.0,9
f89v,Mithridatium,78.3,9
f89v,Diascordium,52.6,5
f89v,Pillulae Cochiae,0,0
f89v,Pillulae Aureae,15.4,1
f89v,Unguentum Apostolorum,28.6,2
f89v,Electuarium de Succo Rosarum,15.4,1
f89v,Aurea Alexandrina,76.2,8
f89v,Confectio Hamech,26.7,2
f89v,Hiera Picra (Hiera de Galeno),42.9,3
f89v,Trifera Magna,66.7,9
f89v,Diamargariton (Electuario de Perlas),33.3,3
f89v,Diaciminum (Electuario de Comino),50.0,4
f89v,Unguentum Basilicon,18.2,1
f89v,Unguentum Populeon,0,0
f89v,Pillulae de Hiera cum Agarico,15.4,1
f89v,Pillulae Fetidae (Pildoras Fetidas),40.0,3
f89v,Requies Magna (Requies Nicolai),13.3,1
f89v,Diacodion (Jarabe de Adormidera),0,0
f89v,Dialtea (Ungueento de Altea),0,0
f89v,Philonium Persicum,85.7,9
f89v,Oximel Compositum,42.9,3
f89v,Theriac Diatessaron,30.8,2
f89v,Theodoricon Euporistum,81.8,9
f89v,Diasatyrion,52.6,5
f89v,Diarodon Abbatis,31.6,3
f89v,Rosata Novella,12.5,1
f89v,Letitia Galeni,22.2,2
f89v,Trifera Saracenica,90.0,9
f89v,Paulinum,80.0,8
f89v,Electuarium Justinum,76.2,8
f89v,Electuarium de Baccis Lauri,47.1,4
f89v,Syrupus de Fumaria,0,0
f89v,Confectio Anacardia,70.6,6
f89v,Electuarium Diacostum,58.8,5
f89v,Unguentum Marciaton,0,0
f89v,Suffuf al-Tib (Polvo aromatico de Avicena),35.3,3
f89v,Itrifal Ustukhudus (Electuario de Espliego),40.0,3
f89v,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),30.8,2
f89v,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),77.8,7
f89v,Unguentum Abulcasis (de vulneribus),18.2,1
f89v,Theriac Abulcasis (contra venenos),76.2,8
f89v,Antidotum Hadriani,73.7,7
f89v,Electuarium Ducis,40.0,3
f89v,Benedicta Laxativa,28.6,2
f89v,Diatragacanthi,0,0
f89v,Dianucum (Electuario de Nueces),53.3,4
f89v,Electuarium Diaspermaton,37.5,3
f89v,Philonium Romanum,70.6,6
f89v,Theriac Diatessaron Magna,40.0,3
f90r,Theriac Magna (Triaca de Andromachus),54.5,6
f90r,Mithridatium,60.0,6
f90r,Diascordium,50.0,4
f90r,Pillulae Cochiae,25.0,1
f90r,Pillulae Aureae,0,0
f90r,Unguentum Apostolorum,36.4,2
f90r,Electuarium de Succo Rosarum,20.0,1
f90r,Aurea Alexandrina,55.6,5
f90r,Confectio Hamech,33.3,2
f90r,Hiera Picra (Hiera de Galeno),18.2,1
f90r,Trifera Magna,50.0,6
f90r,Diamargariton (Electuario de Perlas),0,0
f90r,Diaciminum (Electuario de Comino),46.2,3
f90r,Unguentum Basilicon,0,0
f90r,Unguentum Populeon,0,0
