Folio,Recipe,F1,Overlap,Folio_N,Recipe_N,Overlap_Ingredients
f95v,Diatragacanthi,0.0,0,4,6,
f95v,Dianucum (Electuario de Nueces),0.0,0,4,9,
f95v,Electuarium Diaspermaton,14.3,1,4,10,Piper longum
f95v,Philonium Romanum,26.7,2,4,11,Crocus|Piper longum
f95v,Theriac Diatessaron Magna,0.0,0,4,8,
f96r,Theriac Magna (Triaca de Andromachus),25.0,5,6,34,Crocus|Galbanum|Mel despumatum|Piper nigrum|Styrax
f96r,Mithridatium,22.2,4,6,30,Cardamomum|Crocus|Mel despumatum|Piper nigrum
f96r,Diascordium,31.6,3,6,13,Galbanum|Mel despumatum|Styrax
f96r,Pillulae Cochiae,0.0,0,6,6,
f96r,Pillulae Aureae,15.4,1,6,7,Crocus
f96r,Unguentum Apostolorum,11.1,1,6,12,Galbanum
f96r,Electuarium de Succo Rosarum,0.0,0,6,8,
f96r,Aurea Alexandrina,21.4,3,6,22,Crocus|Mel despumatum|Piper nigrum
f96r,Confectio Hamech,9.5,1,6,15,Mel despumatum
f96r,Hiera Picra (Hiera de Galeno),25.0,2,6,10,Crocus|Mel despumatum
f96r,Trifera Magna,23.5,4,6,28,Cardamomum|Crocus|Mel despumatum|Piper nigrum
f96r,Diamargariton (Electuario de Perlas),18.2,2,6,16,Cardamomum|Crocus
f96r,Diaciminum (Electuario de Comino),23.5,2,6,11,Mel despumatum|Piper nigrum
f96r,Unguentum Basilicon,15.4,1,6,7,Galbanum
f96r,Unguentum Populeon,0.0,0,6,12,
f96r,Pillulae de Hiera cum Agarico,13.3,1,6,9,Crocus
f96r,Pillulae Fetidae (Pildoras Fetidas),14.3,1,6,8,Galbanum
f96r,Requies Magna (Requies Nicolai),8.7,1,6,17,Crocus
f96r,Diacodion (Jarabe de Adormidera),0.0,0,6,6,
f96r,Dialtea (Ungueento de Altea),0.0,0,6,10,
f96r,Philonium Persicum,41.7,5,6,18,Cardamomum|Crocus|Mel despumatum|Piper nigrum|Styrax
f96r,Oximel Compositum,12.5,1,6,10,Mel despumatum
f96r,Theriac Diatessaron,18.2,1,6,5,Mel despumatum
f96r,Theodoricon Euporistum,34.8,4,6,17,Cardamomum|Crocus|Mel despumatum|Piper nigrum
f96r,Diasatyrion,30.0,3,6,14,Cardamomum|Crocus|Mel despumatum
f96r,Diarodon Abbatis,18.2,2,6,16,Cardamomum|Crocus
f96r,Rosata Novella,15.4,1,6,7,Crocus
f96r,Letitia Galeni,20.0,2,6,14,Cardamomum|Crocus
f96r,Trifera Saracenica,40.0,4,6,14,Cardamomum|Crocus|Mel despumatum|Piper nigrum
f96r,Paulinum,31.6,3,6,13,Crocus|Mel despumatum|Piper nigrum
f96r,Electuarium Justinum,40.0,4,6,14,Cardamomum|Crocus|Mel despumatum|Piper nigrum
f96r,Electuarium de Baccis Lauri,11.8,1,6,11,Mel despumatum
f96r,Syrupus de Fumaria,0.0,0,6,9,
f96r,Confectio Anacardia,37.5,3,6,10,Crocus|Mel despumatum|Piper nigrum
f96r,Electuarium Diacostum,23.5,2,6,11,Cardamomum|Mel despumatum
f96r,Unguentum Marciaton,0.0,0,6,10,
f96r,Suffuf al-Tib (Polvo aromatico de Avicena),26.7,2,6,9,Cardamomum|Crocus
f96r,Itrifal Ustukhudus (Electuario de Espliego),22.2,2,6,12,Crocus|Mel despumatum
f96r,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),18.2,1,6,5,Mel despumatum
f96r,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),44.4,4,6,12,Cardamomum|Crocus|Mel despumatum|Piper nigrum
f96r,Unguentum Abulcasis (de vulneribus),0.0,0,6,8,
f96r,Theriac Abulcasis (contra venenos),40.0,4,6,14,Crocus|Galbanum|Mel despumatum|Piper nigrum
f96r,Antidotum Hadriani,22.2,2,6,12,Crocus|Mel despumatum
f96r,Electuarium Ducis,11.8,1,6,11,Mel despumatum
f96r,Benedicta Laxativa,11.1,1,6,12,Crocus
f96r,Diatragacanthi,0.0,0,6,6,
f96r,Dianucum (Electuario de Nueces),26.7,2,6,9,Mel despumatum|Piper nigrum
f96r,Electuarium Diaspermaton,12.5,1,6,10,Mel despumatum
f96r,Philonium Romanum,35.3,3,6,11,Crocus|Mel despumatum|Piper nigrum
f96r,Theriac Diatessaron Magna,14.3,1,6,8,Mel despumatum
f96v,Theriac Magna (Triaca de Andromachus),5.7,1,1,34,Crocus
f96v,Mithridatium,6.5,1,1,30,Crocus
f96v,Diascordium,0.0,0,1,13,
f96v,Pillulae Cochiae,0.0,0,1,6,
f96v,Pillulae Aureae,25.0,1,1,7,Crocus
f96v,Unguentum Apostolorum,0.0,0,1,12,
f96v,Electuarium de Succo Rosarum,0.0,0,1,8,
f96v,Aurea Alexandrina,8.7,1,1,22,Crocus
f96v,Confectio Hamech,0.0,0,1,15,
f96v,Hiera Picra (Hiera de Galeno),18.2,1,1,10,Crocus
f96v,Trifera Magna,6.9,1,1,28,Crocus
f96v,Diamargariton (Electuario de Perlas),11.8,1,1,16,Crocus
f96v,Diaciminum (Electuario de Comino),0.0,0,1,11,
f96v,Unguentum Basilicon,0.0,0,1,7,
f96v,Unguentum Populeon,0.0,0,1,12,
f96v,Pillulae de Hiera cum Agarico,20.0,1,1,9,Crocus
f96v,Pillulae Fetidae (Pildoras Fetidas),0.0,0,1,8,
f96v,Requies Magna (Requies Nicolai),11.1,1,1,17,Crocus
f96v,Diacodion (Jarabe de Adormidera),0.0,0,1,6,
f96v,Dialtea (Ungueento de Altea),0.0,0,1,10,
f96v,Philonium Persicum,10.5,1,1,18,Crocus
f96v,Oximel Compositum,0.0,0,1,10,
f96v,Theriac Diatessaron,0.0,0,1,5,
f96v,Theodoricon Euporistum,11.1,1,1,17,Crocus
f96v,Diasatyrion,13.3,1,1,14,Crocus
f96v,Diarodon Abbatis,11.8,1,1,16,Crocus
f96v,Rosata Novella,25.0,1,1,7,Crocus
f96v,Letitia Galeni,13.3,1,1,14,Crocus
f96v,Trifera Saracenica,13.3,1,1,14,Crocus
f96v,Paulinum,14.3,1,1,13,Crocus
f96v,Electuarium Justinum,13.3,1,1,14,Crocus
f96v,Electuarium de Baccis Lauri,0.0,0,1,11,
f96v,Syrupus de Fumaria,0.0,0,1,9,
f96v,Confectio Anacardia,18.2,1,1,10,Crocus
f96v,Electuarium Diacostum,0.0,0,1,11,
f96v,Unguentum Marciaton,0.0,0,1,10,
f96v,Suffuf al-Tib (Polvo aromatico de Avicena),20.0,1,1,9,Crocus
f96v,Itrifal Ustukhudus (Electuario de Espliego),15.4,1,1,12,Crocus
f96v,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),0.0,0,1,5,
f96v,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),15.4,1,1,12,Crocus
f96v,Unguentum Abulcasis (de vulneribus),0.0,0,1,8,
f96v,Theriac Abulcasis (contra venenos),13.3,1,1,14,Crocus
f96v,Antidotum Hadriani,15.4,1,1,12,Crocus
f96v,Electuarium Ducis,0.0,0,1,11,
f96v,Benedicta Laxativa,15.4,1,1,12,Crocus
f96v,Diatragacanthi,0.0,0,1,6,
f96v,Dianucum (Electuario de Nueces),0.0,0,1,9,
f96v,Electuarium Diaspermaton,0.0,0,1,10,
f96v,Philonium Romanum,16.7,1,1,11,Crocus
f96v,Theriac Diatessaron Magna,0.0,0,1,8,
f99r,Theriac Magna (Triaca de Andromachus),25.6,5,5,34,Amomum|Casia|Crocus|Mel despumatum|Piper nigrum
f99r,Mithridatium,22.9,4,5,30,Casia|Crocus|Mel despumatum|Piper nigrum
f99r,Diascordium,11.1,1,5,13,Mel despumatum
f99r,Pillulae Cochiae,0.0,0,5,6,
f99r,Pillulae Aureae,16.7,1,5,7,Crocus
f99r,Unguentum Apostolorum,0.0,0,5,12,
f99r,Electuarium de Succo Rosarum,0.0,0,5,8,
f99r,Aurea Alexandrina,29.6,4,5,22,Casia|Crocus|Mel despumatum|Piper nigrum
f99r,Confectio Hamech,10.0,1,5,15,Mel despumatum
f99r,Hiera Picra (Hiera de Galeno),40.0,3,5,10,Casia|Crocus|Mel despumatum
f99r,Trifera Magna,30.3,5,5,28,Amomum|Casia|Crocus|Mel despumatum|Piper nigrum
f99r,Diamargariton (Electuario de Perlas),19.0,2,5,16,Casia|Crocus
f99r,Diaciminum (Electuario de Comino),37.5,3,5,11,Amomum|Mel despumatum|Piper nigrum
f99r,Unguentum Basilicon,0.0,0,5,7,
f99r,Unguentum Populeon,0.0,0,5,12,
f99r,Pillulae de Hiera cum Agarico,14.3,1,5,9,Crocus
f99r,Pillulae Fetidae (Pildoras Fetidas),0.0,0,5,8,
f99r,Requies Magna (Requies Nicolai),9.1,1,5,17,Crocus
f99r,Diacodion (Jarabe de Adormidera),0.0,0,5,6,
f99r,Dialtea (Ungueento de Altea),0.0,0,5,10,
f99r,Philonium Persicum,34.8,4,5,18,Casia|Crocus|Mel despumatum|Piper nigrum
f99r,Oximel Compositum,13.3,1,5,10,Mel despumatum
f99r,Theriac Diatessaron,20.0,1,5,5,Mel despumatum
f99r,Theodoricon Euporistum,45.5,5,5,17,Amomum|Casia|Crocus|Mel despumatum|Piper nigrum
f99r,Diasatyrion,21.1,2,5,14,Crocus|Mel despumatum
f99r,Diarodon Abbatis,19.0,2,5,16,Casia|Crocus
f99r,Rosata Novella,16.7,1,5,7,Crocus
f99r,Letitia Galeni,10.5,1,5,14,Crocus
f99r,Trifera Saracenica,42.1,4,5,14,Casia|Crocus|Mel despumatum|Piper nigrum
f99r,Paulinum,44.4,4,5,13,Casia|Crocus|Mel despumatum|Piper nigrum
f99r,Electuarium Justinum,52.6,5,5,14,Amomum|Casia|Crocus|Mel despumatum|Piper nigrum
f99r,Electuarium de Baccis Lauri,12.5,1,5,11,Mel despumatum
f99r,Syrupus de Fumaria,0.0,0,5,9,
f99r,Confectio Anacardia,40.0,3,5,10,Crocus|Mel despumatum|Piper nigrum
f99r,Electuarium Diacostum,37.5,3,5,11,Amomum|Casia|Mel despumatum
f99r,Unguentum Marciaton,0.0,0,5,10,
f99r,Suffuf al-Tib (Polvo aromatico de Avicena),28.6,2,5,9,Casia|Crocus
f99r,Itrifal Ustukhudus (Electuario de Espliego),23.5,2,5,12,Crocus|Mel despumatum
f99r,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),20.0,1,5,5,Mel despumatum
f99r,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),47.1,4,5,12,Casia|Crocus|Mel despumatum|Piper nigrum
f99r,Unguentum Abulcasis (de vulneribus),0.0,0,5,8,
f99r,Theriac Abulcasis (contra venenos),31.6,3,5,14,Crocus|Mel despumatum|Piper nigrum
f99r,Antidotum Hadriani,35.3,3,5,12,Casia|Crocus|Mel despumatum
f99r,Electuarium Ducis,12.5,1,5,11,Mel despumatum
f99r,Benedicta Laxativa,11.8,1,5,12,Crocus
f99r,Diatragacanthi,0.0,0,5,6,
f99r,Dianucum (Electuario de Nueces),28.6,2,5,9,Mel despumatum|Piper nigrum
f99r,Electuarium Diaspermaton,26.7,2,5,10,Amomum|Mel despumatum
f99r,Philonium Romanum,37.5,3,5,11,Crocus|Mel despumatum|Piper nigrum
f99r,Theriac Diatessaron Magna,15.4,1,5,8,Mel despumatum
f99v,Theriac Magna (Triaca de Andromachus),25.0,5,6,34,Casia|Cinnamomum|Myrrha|Piper longum|Piper nigrum
f99v,Mithridatium,27.8,5,6,30,Casia|Cinnamomum|Myrrha|Piper longum|Piper nigrum
f99v,Diascordium,21.1,2,6,13,Cinnamomum|Piper longum
f99v,Pillulae Cochiae,0.0,0,6,6,
f99v,Pillulae Aureae,15.4,1,6,7,Cinnamomum
f99v,Unguentum Apostolorum,11.1,1,6,12,Myrrha
f99v,Electuarium de Succo Rosarum,28.6,2,6,8,Cinnamomum|Saccharum
f99v,Aurea Alexandrina,42.9,6,6,22,Casia|Cinnamomum|Myrrha|Piper longum|Piper nigrum|Saccharum
f99v,Confectio Hamech,19.0,2,6,15,Cinnamomum|Saccharum
f99v,Hiera Picra (Hiera de Galeno),25.0,2,6,10,Casia|Cinnamomum
f99v,Trifera Magna,29.4,5,6,28,Casia|Cinnamomum|Myrrha|Piper longum|Piper nigrum
f99v,Diamargariton (Electuario de Perlas),27.3,3,6,16,Casia|Cinnamomum|Saccharum
f99v,Diaciminum (Electuario de Comino),35.3,3,6,11,Cinnamomum|Piper longum|Piper nigrum
f99v,Unguentum Basilicon,0.0,0,6,7,
f99v,Unguentum Populeon,0.0,0,6,12,
f99v,Pillulae de Hiera cum Agarico,13.3,1,6,9,Cinnamomum
f99v,Pillulae Fetidae (Pildoras Fetidas),14.3,1,6,8,Myrrha
f99v,Requies Magna (Requies Nicolai),17.4,2,6,17,Cinnamomum|Saccharum
f99v,Diacodion (Jarabe de Adormidera),33.3,2,6,6,Cinnamomum|Saccharum
f99v,Dialtea (Ungueento de Altea),0.0,0,6,10,
f99v,Philonium Persicum,41.7,5,6,18,Casia|Cinnamomum|Myrrha|Piper longum|Piper nigrum
f99v,Oximel Compositum,12.5,1,6,10,Piper longum
f99v,Theriac Diatessaron,18.2,1,6,5,Myrrha
f99v,Theodoricon Euporistum,43.5,5,6,17,Casia|Cinnamomum|Myrrha|Piper longum|Piper nigrum
f99v,Diasatyrion,30.0,3,6,14,Cinnamomum|Piper longum|Saccharum
f99v,Diarodon Abbatis,27.3,3,6,16,Casia|Cinnamomum|Saccharum
f99v,Rosata Novella,30.8,2,6,7,Cinnamomum|Saccharum
f99v,Letitia Galeni,20.0,2,6,14,Cinnamomum|Saccharum
f99v,Trifera Saracenica,50.0,5,6,14,Casia|Cinnamomum|Myrrha|Piper longum|Piper nigrum
f99v,Paulinum,52.6,5,6,13,Casia|Cinnamomum|Myrrha|Piper longum|Piper nigrum
f99v,Electuarium Justinum,50.0,5,6,14,Casia|Cinnamomum|Myrrha|Piper longum|Piper nigrum
f99v,Electuarium de Baccis Lauri,35.3,3,6,11,Cinnamomum|Myrrha|Piper longum
f99v,Syrupus de Fumaria,26.7,2,6,9,Cinnamomum|Saccharum
f99v,Confectio Anacardia,37.5,3,6,10,Cinnamomum|Piper longum|Piper nigrum
f99v,Electuarium Diacostum,35.3,3,6,11,Casia|Cinnamomum|Piper longum
f99v,Unguentum Marciaton,0.0,0,6,10,
f99v,Suffuf al-Tib (Polvo aromatico de Avicena),26.7,2,6,9,Casia|Cinnamomum
f99v,Itrifal Ustukhudus (Electuario de Espliego),11.1,1,6,12,Cinnamomum
f99v,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),18.2,1,6,5,Myrrha
f99v,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),44.4,4,6,12,Casia|Cinnamomum|Piper longum|Piper nigrum
f99v,Unguentum Abulcasis (de vulneribus),14.3,1,6,8,Myrrha
f99v,Theriac Abulcasis (contra venenos),40.0,4,6,14,Cinnamomum|Myrrha|Piper longum|Piper nigrum
f99v,Antidotum Hadriani,44.4,4,6,12,Casia|Cinnamomum|Myrrha|Piper longum
f99v,Electuarium Ducis,35.3,3,6,11,Cinnamomum|Piper longum|Saccharum
f99v,Benedicta Laxativa,22.2,2,6,12,Cinnamomum|Saccharum
f99v,Diatragacanthi,33.3,2,6,6,Cinnamomum|Saccharum
f99v,Dianucum (Electuario de Nueces),26.7,2,6,9,Cinnamomum|Piper nigrum
f99v,Electuarium Diaspermaton,25.0,2,6,10,Cinnamomum|Piper longum
f99v,Philonium Romanum,47.1,4,6,11,Cinnamomum|Myrrha|Piper longum|Piper nigrum
f99v,Theriac Diatessaron Magna,28.6,2,6,8,Cinnamomum|Myrrha
f100r,Theriac Magna (Triaca de Andromachus),14.3,3,8,34,Casia|Cinnamomum|Crocus
f100r,Mithridatium,21.1,4,8,30,Cardamomum|Casia|Cinnamomum|Crocus
f100r,Diascordium,9.5,1,8,13,Cinnamomum
f100r,Pillulae Cochiae,0.0,0,8,6,
f100r,Pillulae Aureae,26.7,2,8,7,Cinnamomum|Crocus
f100r,Unguentum Apostolorum,0.0,0,8,12,
f100r,Electuarium de Succo Rosarum,25.0,2,8,8,Cinnamomum|Saccharum
f100r,Aurea Alexandrina,26.7,4,8,22,Casia|Cinnamomum|Crocus|Saccharum
f100r,Confectio Hamech,17.4,2,8,15,Cinnamomum|Saccharum
f100r,Hiera Picra (Hiera de Galeno),33.3,3,8,10,Casia|Cinnamomum|Crocus
f100r,Trifera Magna,38.9,7,8,28,Cardamomum|Casia|Cinnamomum|Crocus|Cubeba|Galanga|Nux moschata
f100r,Diamargariton (Electuario de Perlas),66.7,8,8,16,Cardamomum|Casia|Cinnamomum|Crocus|Cubeba|Galanga|Nux moschata|Saccharum
f100r,Diaciminum (Electuario de Comino),10.5,1,8,11,Cinnamomum
f100r,Unguentum Basilicon,0.0,0,8,7,
f100r,Unguentum Populeon,0.0,0,8,12,
f100r,Pillulae de Hiera cum Agarico,23.5,2,8,9,Cinnamomum|Crocus
f100r,Pillulae Fetidae (Pildoras Fetidas),0.0,0,8,8,
f100r,Requies Magna (Requies Nicolai),32.0,4,8,17,Cinnamomum|Crocus|Nux moschata|Saccharum
f100r,Diacodion (Jarabe de Adormidera),28.6,2,8,6,Cinnamomum|Saccharum
f100r,Dialtea (Ungueento de Altea),0.0,0,8,10,
f100r,Philonium Persicum,30.8,4,8,18,Cardamomum|Casia|Cinnamomum|Crocus
f100r,Oximel Compositum,0.0,0,8,10,
f100r,Theriac Diatessaron,0.0,0,8,5,
f100r,Theodoricon Euporistum,32.0,4,8,17,Cardamomum|Casia|Cinnamomum|Crocus
f100r,Diasatyrion,54.5,6,8,14,Cardamomum|Cinnamomum|Crocus|Galanga|Nux moschata|Saccharum
f100r,Diarodon Abbatis,66.7,8,8,16,Cardamomum|Casia|Cinnamomum|Crocus|Cubeba|Galanga|Nux moschata|Saccharum
f100r,Rosata Novella,66.7,5,8,7,Cinnamomum|Crocus|Galanga|Nux moschata|Saccharum
f100r,Letitia Galeni,63.6,7,8,14,Cardamomum|Cinnamomum|Crocus|Cubeba|Galanga|Nux moschata|Saccharum
f100r,Trifera Saracenica,36.4,4,8,14,Cardamomum|Casia|Cinnamomum|Crocus
f100r,Paulinum,28.6,3,8,13,Casia|Cinnamomum|Crocus
f100r,Electuarium Justinum,36.4,4,8,14,Cardamomum|Casia|Cinnamomum|Crocus
f100r,Electuarium de Baccis Lauri,10.5,1,8,11,Cinnamomum
f100r,Syrupus de Fumaria,23.5,2,8,9,Cinnamomum|Saccharum
f100r,Confectio Anacardia,22.2,2,8,10,Cinnamomum|Crocus
f100r,Electuarium Diacostum,31.6,3,8,11,Cardamomum|Casia|Cinnamomum
f100r,Unguentum Marciaton,0.0,0,8,10,
f100r,Suffuf al-Tib (Polvo aromatico de Avicena),70.6,6,8,9,Cardamomum|Casia|Cinnamomum|Crocus|Galanga|Nux moschata
f100r,Itrifal Ustukhudus (Electuario de Espliego),20.0,2,8,12,Cinnamomum|Crocus
f100r,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),0.0,0,8,5,
f100r,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),40.0,4,8,12,Cardamomum|Casia|Cinnamomum|Crocus
f100r,Unguentum Abulcasis (de vulneribus),0.0,0,8,8,
f100r,Theriac Abulcasis (contra venenos),18.2,2,8,14,Cinnamomum|Crocus
f100r,Antidotum Hadriani,30.0,3,8,12,Casia|Cinnamomum|Crocus
f100r,Electuarium Ducis,21.1,2,8,11,Cinnamomum|Saccharum
f100r,Benedicta Laxativa,30.0,3,8,12,Cinnamomum|Crocus|Saccharum
f100r,Diatragacanthi,28.6,2,8,6,Cinnamomum|Saccharum
f100r,Dianucum (Electuario de Nueces),11.8,1,8,9,Cinnamomum
f100r,Electuarium Diaspermaton,11.1,1,8,10,Cinnamomum
f100r,Philonium Romanum,21.1,2,8,11,Cinnamomum|Crocus
f100r,Theriac Diatessaron Magna,12.5,1,8,8,Cinnamomum
f100v,Theriac Magna (Triaca de Andromachus),25.6,5,5,34,Amomum|Galbanum|Mel despumatum|Piper longum|Piper nigrum
f100v,Mithridatium,17.1,3,5,30,Mel despumatum|Piper longum|Piper nigrum
f100v,Diascordium,33.3,3,5,13,Galbanum|Mel despumatum|Piper longum
f100v,Pillulae Cochiae,0.0,0,5,6,
f100v,Pillulae Aureae,0.0,0,5,7,
f100v,Unguentum Apostolorum,11.8,1,5,12,Galbanum
f100v,Electuarium de Succo Rosarum,0.0,0,5,8,
f100v,Aurea Alexandrina,22.2,3,5,22,Mel despumatum|Piper longum|Piper nigrum
f100v,Confectio Hamech,10.0,1,5,15,Mel despumatum
f100v,Hiera Picra (Hiera de Galeno),13.3,1,5,10,Mel despumatum
f100v,Trifera Magna,24.2,4,5,28,Amomum|Mel despumatum|Piper longum|Piper nigrum
f100v,Diamargariton (Electuario de Perlas),0.0,0,5,16,
f100v,Diaciminum (Electuario de Comino),50.0,4,5,11,Amomum|Mel despumatum|Piper longum|Piper nigrum
f100v,Unguentum Basilicon,16.7,1,5,7,Galbanum
f100v,Unguentum Populeon,0.0,0,5,12,
f100v,Pillulae de Hiera cum Agarico,0.0,0,5,9,
f100v,Pillulae Fetidae (Pildoras Fetidas),15.4,1,5,8,Galbanum
f100v,Requies Magna (Requies Nicolai),0.0,0,5,17,
f100v,Diacodion (Jarabe de Adormidera),0.0,0,5,6,
f100v,Dialtea (Ungueento de Altea),0.0,0,5,10,
f100v,Philonium Persicum,26.1,3,5,18,Mel despumatum|Piper longum|Piper nigrum
f100v,Oximel Compositum,26.7,2,5,10,Mel despumatum|Piper longum
f100v,Theriac Diatessaron,20.0,1,5,5,Mel despumatum
f100v,Theodoricon Euporistum,36.4,4,5,17,Amomum|Mel despumatum|Piper longum|Piper nigrum
f100v,Diasatyrion,21.1,2,5,14,Mel despumatum|Piper longum
f100v,Diarodon Abbatis,0.0,0,5,16,
f100v,Rosata Novella,0.0,0,5,7,
f100v,Letitia Galeni,0.0,0,5,14,
f100v,Trifera Saracenica,31.6,3,5,14,Mel despumatum|Piper longum|Piper nigrum
f100v,Paulinum,33.3,3,5,13,Mel despumatum|Piper longum|Piper nigrum
f100v,Electuarium Justinum,42.1,4,5,14,Amomum|Mel despumatum|Piper longum|Piper nigrum
f100v,Electuarium de Baccis Lauri,25.0,2,5,11,Mel despumatum|Piper longum
f100v,Syrupus de Fumaria,0.0,0,5,9,
f100v,Confectio Anacardia,40.0,3,5,10,Mel despumatum|Piper longum|Piper nigrum
f100v,Electuarium Diacostum,37.5,3,5,11,Amomum|Mel despumatum|Piper longum
f100v,Unguentum Marciaton,0.0,0,5,10,
f100v,Suffuf al-Tib (Polvo aromatico de Avicena),0.0,0,5,9,
f100v,Itrifal Ustukhudus (Electuario de Espliego),11.8,1,5,12,Mel despumatum
f100v,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),20.0,1,5,5,Mel despumatum
f100v,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),35.3,3,5,12,Mel despumatum|Piper longum|Piper nigrum
f100v,Unguentum Abulcasis (de vulneribus),0.0,0,5,8,
f100v,Theriac Abulcasis (contra venenos),42.1,4,5,14,Galbanum|Mel despumatum|Piper longum|Piper nigrum
f100v,Antidotum Hadriani,23.5,2,5,12,Mel despumatum|Piper longum
f100v,Electuarium Ducis,25.0,2,5,11,Mel despumatum|Piper longum
f100v,Benedicta Laxativa,0.0,0,5,12,
f100v,Diatragacanthi,0.0,0,5,6,
f100v,Dianucum (Electuario de Nueces),28.6,2,5,9,Mel despumatum|Piper nigrum
f100v,Electuarium Diaspermaton,40.0,3,5,10,Amomum|Mel despumatum|Piper longum
f100v,Philonium Romanum,37.5,3,5,11,Mel despumatum|Piper longum|Piper nigrum
f100v,Theriac Diatessaron Magna,15.4,1,5,8,Mel despumatum
f101r,Theriac Magna (Triaca de Andromachus),39.1,9,12,34,Amomum|Casia|Cinnamomum|Crocus|Galbanum|Mel despumatum|Myrrha|Piper longum|Piper nigrum
f101r,Mithridatium,33.3,7,12,30,Casia|Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper longum|Piper nigrum
f101r,Diascordium,32.0,4,12,13,Cinnamomum|Galbanum|Mel despumatum|Piper longum
f101r,Pillulae Cochiae,0.0,0,12,6,
f101r,Pillulae Aureae,21.1,2,12,7,Cinnamomum|Crocus
f101r,Unguentum Apostolorum,16.7,2,12,12,Galbanum|Myrrha
f101r,Electuarium de Succo Rosarum,10.0,1,12,8,Cinnamomum
f101r,Aurea Alexandrina,41.2,7,12,22,Casia|Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper longum|Piper nigrum
f101r,Confectio Hamech,14.8,2,12,15,Cinnamomum|Mel despumatum
f101r,Hiera Picra (Hiera de Galeno),36.4,4,12,10,Casia|Cinnamomum|Crocus|Mel despumatum
f101r,Trifera Magna,55.0,11,12,28,Amomum|Casia|Cinnamomum|Crocus|Cubeba|Galanga|Mel despumatum|Myrrha|Nux moschata|Piper longum|Piper nigrum
f101r,Diamargariton (Electuario de Perlas),42.9,6,12,16,Casia|Cinnamomum|Crocus|Cubeba|Galanga|Nux moschata
f101r,Diaciminum (Electuario de Comino),43.5,5,12,11,Amomum|Cinnamomum|Mel despumatum|Piper longum|Piper nigrum
f101r,Unguentum Basilicon,10.5,1,12,7,Galbanum
f101r,Unguentum Populeon,0.0,0,12,12,
f101r,Pillulae de Hiera cum Agarico,19.0,2,12,9,Cinnamomum|Crocus
f101r,Pillulae Fetidae (Pildoras Fetidas),20.0,2,12,8,Galbanum|Myrrha
f101r,Requies Magna (Requies Nicolai),20.7,3,12,17,Cinnamomum|Crocus|Nux moschata
f101r,Diacodion (Jarabe de Adormidera),11.1,1,12,6,Cinnamomum
f101r,Dialtea (Ungueento de Altea),0.0,0,12,10,
f101r,Philonium Persicum,46.7,7,12,18,Casia|Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper longum|Piper nigrum
f101r,Oximel Compositum,18.2,2,12,10,Mel despumatum|Piper longum
f101r,Theriac Diatessaron,23.5,2,12,5,Mel despumatum|Myrrha
f101r,Theodoricon Euporistum,55.2,8,12,17,Amomum|Casia|Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper longum|Piper nigrum
f101r,Diasatyrion,46.2,6,12,14,Cinnamomum|Crocus|Galanga|Mel despumatum|Nux moschata|Piper longum
f101r,Diarodon Abbatis,42.9,6,12,16,Casia|Cinnamomum|Crocus|Cubeba|Galanga|Nux moschata
f101r,Rosata Novella,42.1,4,12,7,Cinnamomum|Crocus|Galanga|Nux moschata
f101r,Letitia Galeni,38.5,5,12,14,Cinnamomum|Crocus|Cubeba|Galanga|Nux moschata
f101r,Trifera Saracenica,53.8,7,12,14,Casia|Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper longum|Piper nigrum
f101r,Paulinum,56.0,7,12,13,Casia|Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper longum|Piper nigrum
f101r,Electuarium Justinum,61.5,8,12,14,Amomum|Casia|Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper longum|Piper nigrum
f101r,Electuarium de Baccis Lauri,34.8,4,12,11,Cinnamomum|Mel despumatum|Myrrha|Piper longum
f101r,Syrupus de Fumaria,9.5,1,12,9,Cinnamomum
f101r,Confectio Anacardia,45.5,5,12,10,Cinnamomum|Crocus|Mel despumatum|Piper longum|Piper nigrum
f101r,Electuarium Diacostum,43.5,5,12,11,Amomum|Casia|Cinnamomum|Mel despumatum|Piper longum
f101r,Unguentum Marciaton,0.0,0,12,10,
f101r,Suffuf al-Tib (Polvo aromatico de Avicena),47.6,5,12,9,Casia|Cinnamomum|Crocus|Galanga|Nux moschata
f101r,Itrifal Ustukhudus (Electuario de Espliego),25.0,3,12,12,Cinnamomum|Crocus|Mel despumatum
