Folio,Recipe,F1,Overlap,Folio_N,Recipe_N,Overlap_Ingredients
f104v,Aurea Alexandrina,34.5,5,7,22,Casia|Cinnamomum|Crocus|Myrrha|Piper longum
f104v,Confectio Hamech,9.1,1,7,15,Cinnamomum
f104v,Hiera Picra (Hiera de Galeno),35.3,3,7,10,Casia|Cinnamomum|Crocus
f104v,Trifera Magna,34.3,6,7,28,Cardamomum|Casia|Cinnamomum|Crocus|Myrrha|Piper longum
f104v,Diamargariton (Electuario de Perlas),34.8,4,7,16,Cardamomum|Casia|Cinnamomum|Crocus
f104v,Diaciminum (Electuario de Comino),22.2,2,7,11,Cinnamomum|Piper longum
f104v,Unguentum Basilicon,14.3,1,7,7,Galbanum
f104v,Unguentum Populeon,0.0,0,7,12,
f104v,Pillulae de Hiera cum Agarico,25.0,2,7,9,Cinnamomum|Crocus
f104v,Pillulae Fetidae (Pildoras Fetidas),26.7,2,7,8,Galbanum|Myrrha
f104v,Requies Magna (Requies Nicolai),16.7,2,7,17,Cinnamomum|Crocus
f104v,Diacodion (Jarabe de Adormidera),15.4,1,7,6,Cinnamomum
f104v,Dialtea (Ungueento de Altea),0.0,0,7,10,
f104v,Philonium Persicum,48.0,6,7,18,Cardamomum|Casia|Cinnamomum|Crocus|Myrrha|Piper longum
f104v,Oximel Compositum,11.8,1,7,10,Piper longum
f104v,Theriac Diatessaron,16.7,1,7,5,Myrrha
f104v,Theodoricon Euporistum,50.0,6,7,17,Cardamomum|Casia|Cinnamomum|Crocus|Myrrha|Piper longum
f104v,Diasatyrion,38.1,4,7,14,Cardamomum|Cinnamomum|Crocus|Piper longum
f104v,Diarodon Abbatis,34.8,4,7,16,Cardamomum|Casia|Cinnamomum|Crocus
f104v,Rosata Novella,28.6,2,7,7,Cinnamomum|Crocus
f104v,Letitia Galeni,28.6,3,7,14,Cardamomum|Cinnamomum|Crocus
f104v,Trifera Saracenica,57.1,6,7,14,Cardamomum|Casia|Cinnamomum|Crocus|Myrrha|Piper longum
f104v,Paulinum,50.0,5,7,13,Casia|Cinnamomum|Crocus|Myrrha|Piper longum
f104v,Electuarium Justinum,57.1,6,7,14,Cardamomum|Casia|Cinnamomum|Crocus|Myrrha|Piper longum
f104v,Electuarium de Baccis Lauri,33.3,3,7,11,Cinnamomum|Myrrha|Piper longum
f104v,Syrupus de Fumaria,12.5,1,7,9,Cinnamomum
f104v,Confectio Anacardia,35.3,3,7,10,Cinnamomum|Crocus|Piper longum
f104v,Electuarium Diacostum,44.4,4,7,11,Cardamomum|Casia|Cinnamomum|Piper longum
f104v,Unguentum Marciaton,0.0,0,7,10,
f104v,Suffuf al-Tib (Polvo aromatico de Avicena),50.0,4,7,9,Cardamomum|Casia|Cinnamomum|Crocus
f104v,Itrifal Ustukhudus (Electuario de Espliego),21.1,2,7,12,Cinnamomum|Crocus
f104v,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),16.7,1,7,5,Myrrha
f104v,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),52.6,5,7,12,Cardamomum|Casia|Cinnamomum|Crocus|Piper longum
f104v,Unguentum Abulcasis (de vulneribus),13.3,1,7,8,Myrrha
f104v,Theriac Abulcasis (contra venenos),47.6,5,7,14,Cinnamomum|Crocus|Galbanum|Myrrha|Piper longum
f104v,Antidotum Hadriani,52.6,5,7,12,Casia|Cinnamomum|Crocus|Myrrha|Piper longum
f104v,Electuarium Ducis,22.2,2,7,11,Cinnamomum|Piper longum
f104v,Benedicta Laxativa,21.1,2,7,12,Cinnamomum|Crocus
f104v,Diatragacanthi,15.4,1,7,6,Cinnamomum
f104v,Dianucum (Electuario de Nueces),12.5,1,7,9,Cinnamomum
f104v,Electuarium Diaspermaton,23.5,2,7,10,Cinnamomum|Piper longum
f104v,Philonium Romanum,44.4,4,7,11,Cinnamomum|Crocus|Myrrha|Piper longum
f104v,Theriac Diatessaron Magna,26.7,2,7,8,Cinnamomum|Myrrha
f105r,Theriac Magna (Triaca de Andromachus),28.6,6,8,34,Casia|Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper longum
f105r,Mithridatium,36.8,7,8,30,Cardamomum|Casia|Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper longum
f105r,Diascordium,28.6,3,8,13,Cinnamomum|Mel despumatum|Piper longum
f105r,Pillulae Cochiae,14.3,1,8,6,Bdellium
f105r,Pillulae Aureae,26.7,2,8,7,Cinnamomum|Crocus
f105r,Unguentum Apostolorum,20.0,2,8,12,Bdellium|Myrrha
f105r,Electuarium de Succo Rosarum,12.5,1,8,8,Cinnamomum
f105r,Aurea Alexandrina,40.0,6,8,22,Casia|Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper longum
f105r,Confectio Hamech,17.4,2,8,15,Cinnamomum|Mel despumatum
f105r,Hiera Picra (Hiera de Galeno),44.4,4,8,10,Casia|Cinnamomum|Crocus|Mel despumatum
f105r,Trifera Magna,44.4,8,8,28,Bdellium|Cardamomum|Casia|Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper longum
f105r,Diamargariton (Electuario de Perlas),33.3,4,8,16,Cardamomum|Casia|Cinnamomum|Crocus
f105r,Diaciminum (Electuario de Comino),31.6,3,8,11,Cinnamomum|Mel despumatum|Piper longum
f105r,Unguentum Basilicon,0.0,0,8,7,
f105r,Unguentum Populeon,0.0,0,8,12,
f105r,Pillulae de Hiera cum Agarico,23.5,2,8,9,Cinnamomum|Crocus
f105r,Pillulae Fetidae (Pildoras Fetidas),25.0,2,8,8,Bdellium|Myrrha
f105r,Requies Magna (Requies Nicolai),16.0,2,8,17,Cinnamomum|Crocus
f105r,Diacodion (Jarabe de Adormidera),14.3,1,8,6,Cinnamomum
f105r,Dialtea (Ungueento de Altea),0.0,0,8,10,
f105r,Philonium Persicum,53.8,7,8,18,Cardamomum|Casia|Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper longum
f105r,Oximel Compositum,22.2,2,8,10,Mel despumatum|Piper longum
f105r,Theriac Diatessaron,30.8,2,8,5,Mel despumatum|Myrrha
f105r,Theodoricon Euporistum,56.0,7,8,17,Cardamomum|Casia|Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper longum
f105r,Diasatyrion,45.5,5,8,14,Cardamomum|Cinnamomum|Crocus|Mel despumatum|Piper longum
f105r,Diarodon Abbatis,33.3,4,8,16,Cardamomum|Casia|Cinnamomum|Crocus
f105r,Rosata Novella,26.7,2,8,7,Cinnamomum|Crocus
f105r,Letitia Galeni,27.3,3,8,14,Cardamomum|Cinnamomum|Crocus
f105r,Trifera Saracenica,63.6,7,8,14,Cardamomum|Casia|Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper longum
f105r,Paulinum,57.1,6,8,13,Casia|Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper longum
f105r,Electuarium Justinum,63.6,7,8,14,Cardamomum|Casia|Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper longum
f105r,Electuarium de Baccis Lauri,42.1,4,8,11,Cinnamomum|Mel despumatum|Myrrha|Piper longum
f105r,Syrupus de Fumaria,11.8,1,8,9,Cinnamomum
f105r,Confectio Anacardia,44.4,4,8,10,Cinnamomum|Crocus|Mel despumatum|Piper longum
f105r,Electuarium Diacostum,52.6,5,8,11,Cardamomum|Casia|Cinnamomum|Mel despumatum|Piper longum
f105r,Unguentum Marciaton,0.0,0,8,10,
f105r,Suffuf al-Tib (Polvo aromatico de Avicena),47.1,4,8,9,Cardamomum|Casia|Cinnamomum|Crocus
f105r,Itrifal Ustukhudus (Electuario de Espliego),30.0,3,8,12,Cinnamomum|Crocus|Mel despumatum
f105r,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),30.8,2,8,5,Mel despumatum|Myrrha
f105r,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),60.0,6,8,12,Cardamomum|Casia|Cinnamomum|Crocus|Mel despumatum|Piper longum
f105r,Unguentum Abulcasis (de vulneribus),12.5,1,8,8,Myrrha
f105r,Theriac Abulcasis (contra venenos),45.5,5,8,14,Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper longum
f105r,Antidotum Hadriani,60.0,6,8,12,Casia|Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper longum
f105r,Electuarium Ducis,31.6,3,8,11,Cinnamomum|Mel despumatum|Piper longum
f105r,Benedicta Laxativa,20.0,2,8,12,Cinnamomum|Crocus
f105r,Diatragacanthi,14.3,1,8,6,Cinnamomum
f105r,Dianucum (Electuario de Nueces),23.5,2,8,9,Cinnamomum|Mel despumatum
f105r,Electuarium Diaspermaton,33.3,3,8,10,Cinnamomum|Mel despumatum|Piper longum
f105r,Philonium Romanum,52.6,5,8,11,Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper longum
f105r,Theriac Diatessaron Magna,37.5,3,8,8,Cinnamomum|Mel despumatum|Myrrha
f105v,Theriac Magna (Triaca de Andromachus),29.3,6,7,34,Amomum|Crocus|Myrrha|Opopanax|Piper longum|Piper nigrum
f105v,Mithridatium,32.4,6,7,30,Cardamomum|Crocus|Myrrha|Opopanax|Piper longum|Piper nigrum
f105v,Diascordium,10.0,1,7,13,Piper longum
f105v,Pillulae Cochiae,0.0,0,7,6,
f105v,Pillulae Aureae,14.3,1,7,7,Crocus
f105v,Unguentum Apostolorum,21.1,2,7,12,Myrrha|Opopanax
f105v,Electuarium de Succo Rosarum,0.0,0,7,8,
f105v,Aurea Alexandrina,27.6,4,7,22,Crocus|Myrrha|Piper longum|Piper nigrum
f105v,Confectio Hamech,0.0,0,7,15,
f105v,Hiera Picra (Hiera de Galeno),11.8,1,7,10,Crocus
f105v,Trifera Magna,40.0,7,7,28,Amomum|Cardamomum|Crocus|Myrrha|Opopanax|Piper longum|Piper nigrum
f105v,Diamargariton (Electuario de Perlas),17.4,2,7,16,Cardamomum|Crocus
f105v,Diaciminum (Electuario de Comino),33.3,3,7,11,Amomum|Piper longum|Piper nigrum
f105v,Unguentum Basilicon,0.0,0,7,7,
f105v,Unguentum Populeon,0.0,0,7,12,
f105v,Pillulae de Hiera cum Agarico,12.5,1,7,9,Crocus
f105v,Pillulae Fetidae (Pildoras Fetidas),26.7,2,7,8,Myrrha|Opopanax
f105v,Requies Magna (Requies Nicolai),8.3,1,7,17,Crocus
f105v,Diacodion (Jarabe de Adormidera),0.0,0,7,6,
f105v,Dialtea (Ungueento de Altea),0.0,0,7,10,
f105v,Philonium Persicum,40.0,5,7,18,Cardamomum|Crocus|Myrrha|Piper longum|Piper nigrum
f105v,Oximel Compositum,11.8,1,7,10,Piper longum
f105v,Theriac Diatessaron,16.7,1,7,5,Myrrha
f105v,Theodoricon Euporistum,50.0,6,7,17,Amomum|Cardamomum|Crocus|Myrrha|Piper longum|Piper nigrum
f105v,Diasatyrion,28.6,3,7,14,Cardamomum|Crocus|Piper longum
f105v,Diarodon Abbatis,17.4,2,7,16,Cardamomum|Crocus
f105v,Rosata Novella,14.3,1,7,7,Crocus
f105v,Letitia Galeni,19.0,2,7,14,Cardamomum|Crocus
f105v,Trifera Saracenica,47.6,5,7,14,Cardamomum|Crocus|Myrrha|Piper longum|Piper nigrum
f105v,Paulinum,40.0,4,7,13,Crocus|Myrrha|Piper longum|Piper nigrum
f105v,Electuarium Justinum,57.1,6,7,14,Amomum|Cardamomum|Crocus|Myrrha|Piper longum|Piper nigrum
f105v,Electuarium de Baccis Lauri,22.2,2,7,11,Myrrha|Piper longum
f105v,Syrupus de Fumaria,0.0,0,7,9,
f105v,Confectio Anacardia,35.3,3,7,10,Crocus|Piper longum|Piper nigrum
f105v,Electuarium Diacostum,33.3,3,7,11,Amomum|Cardamomum|Piper longum
f105v,Unguentum Marciaton,0.0,0,7,10,
f105v,Suffuf al-Tib (Polvo aromatico de Avicena),25.0,2,7,9,Cardamomum|Crocus
f105v,Itrifal Ustukhudus (Electuario de Espliego),10.5,1,7,12,Crocus
f105v,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),16.7,1,7,5,Myrrha
f105v,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),42.1,4,7,12,Cardamomum|Crocus|Piper longum|Piper nigrum
f105v,Unguentum Abulcasis (de vulneribus),13.3,1,7,8,Myrrha
f105v,Theriac Abulcasis (contra venenos),47.6,5,7,14,Crocus|Myrrha|Opopanax|Piper longum|Piper nigrum
f105v,Antidotum Hadriani,31.6,3,7,12,Crocus|Myrrha|Piper longum
f105v,Electuarium Ducis,11.1,1,7,11,Piper longum
f105v,Benedicta Laxativa,10.5,1,7,12,Crocus
f105v,Diatragacanthi,0.0,0,7,6,
f105v,Dianucum (Electuario de Nueces),12.5,1,7,9,Piper nigrum
f105v,Electuarium Diaspermaton,23.5,2,7,10,Amomum|Piper longum
f105v,Philonium Romanum,44.4,4,7,11,Crocus|Myrrha|Piper longum|Piper nigrum
f105v,Theriac Diatessaron Magna,13.3,1,7,8,Myrrha
f106r,Theriac Magna (Triaca de Andromachus),28.6,6,8,34,Casia|Cinnamomum|Crocus|Myrrha|Piper longum|Piper nigrum
f106r,Mithridatium,36.8,7,8,30,Cardamomum|Casia|Cinnamomum|Crocus|Myrrha|Piper longum|Piper nigrum
f106r,Diascordium,19.0,2,8,13,Cinnamomum|Piper longum
f106r,Pillulae Cochiae,0.0,0,8,6,
f106r,Pillulae Aureae,26.7,2,8,7,Cinnamomum|Crocus
f106r,Unguentum Apostolorum,10.0,1,8,12,Myrrha
f106r,Electuarium de Succo Rosarum,25.0,2,8,8,Cinnamomum|Saccharum
f106r,Aurea Alexandrina,46.7,7,8,22,Casia|Cinnamomum|Crocus|Myrrha|Piper longum|Piper nigrum|Saccharum
f106r,Confectio Hamech,17.4,2,8,15,Cinnamomum|Saccharum
f106r,Hiera Picra (Hiera de Galeno),33.3,3,8,10,Casia|Cinnamomum|Crocus
f106r,Trifera Magna,38.9,7,8,28,Cardamomum|Casia|Cinnamomum|Crocus|Myrrha|Piper longum|Piper nigrum
f106r,Diamargariton (Electuario de Perlas),41.7,5,8,16,Cardamomum|Casia|Cinnamomum|Crocus|Saccharum
f106r,Diaciminum (Electuario de Comino),31.6,3,8,11,Cinnamomum|Piper longum|Piper nigrum
f106r,Unguentum Basilicon,0.0,0,8,7,
f106r,Unguentum Populeon,0.0,0,8,12,
f106r,Pillulae de Hiera cum Agarico,23.5,2,8,9,Cinnamomum|Crocus
f106r,Pillulae Fetidae (Pildoras Fetidas),12.5,1,8,8,Myrrha
f106r,Requies Magna (Requies Nicolai),24.0,3,8,17,Cinnamomum|Crocus|Saccharum
f106r,Diacodion (Jarabe de Adormidera),28.6,2,8,6,Cinnamomum|Saccharum
f106r,Dialtea (Ungueento de Altea),0.0,0,8,10,
f106r,Philonium Persicum,53.8,7,8,18,Cardamomum|Casia|Cinnamomum|Crocus|Myrrha|Piper longum|Piper nigrum
f106r,Oximel Compositum,11.1,1,8,10,Piper longum
f106r,Theriac Diatessaron,15.4,1,8,5,Myrrha
f106r,Theodoricon Euporistum,56.0,7,8,17,Cardamomum|Casia|Cinnamomum|Crocus|Myrrha|Piper longum|Piper nigrum
f106r,Diasatyrion,45.5,5,8,14,Cardamomum|Cinnamomum|Crocus|Piper longum|Saccharum
f106r,Diarodon Abbatis,41.7,5,8,16,Cardamomum|Casia|Cinnamomum|Crocus|Saccharum
f106r,Rosata Novella,40.0,3,8,7,Cinnamomum|Crocus|Saccharum
f106r,Letitia Galeni,36.4,4,8,14,Cardamomum|Cinnamomum|Crocus|Saccharum
f106r,Trifera Saracenica,63.6,7,8,14,Cardamomum|Casia|Cinnamomum|Crocus|Myrrha|Piper longum|Piper nigrum
f106r,Paulinum,57.1,6,8,13,Casia|Cinnamomum|Crocus|Myrrha|Piper longum|Piper nigrum
f106r,Electuarium Justinum,63.6,7,8,14,Cardamomum|Casia|Cinnamomum|Crocus|Myrrha|Piper longum|Piper nigrum
f106r,Electuarium de Baccis Lauri,31.6,3,8,11,Cinnamomum|Myrrha|Piper longum
f106r,Syrupus de Fumaria,23.5,2,8,9,Cinnamomum|Saccharum
f106r,Confectio Anacardia,44.4,4,8,10,Cinnamomum|Crocus|Piper longum|Piper nigrum
f106r,Electuarium Diacostum,42.1,4,8,11,Cardamomum|Casia|Cinnamomum|Piper longum
f106r,Unguentum Marciaton,0.0,0,8,10,
f106r,Suffuf al-Tib (Polvo aromatico de Avicena),47.1,4,8,9,Cardamomum|Casia|Cinnamomum|Crocus
f106r,Itrifal Ustukhudus (Electuario de Espliego),20.0,2,8,12,Cinnamomum|Crocus
f106r,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),15.4,1,8,5,Myrrha
f106r,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),60.0,6,8,12,Cardamomum|Casia|Cinnamomum|Crocus|Piper longum|Piper nigrum
f106r,Unguentum Abulcasis (de vulneribus),12.5,1,8,8,Myrrha
f106r,Theriac Abulcasis (contra venenos),45.5,5,8,14,Cinnamomum|Crocus|Myrrha|Piper longum|Piper nigrum
f106r,Antidotum Hadriani,50.0,5,8,12,Casia|Cinnamomum|Crocus|Myrrha|Piper longum
f106r,Electuarium Ducis,31.6,3,8,11,Cinnamomum|Piper longum|Saccharum
f106r,Benedicta Laxativa,30.0,3,8,12,Cinnamomum|Crocus|Saccharum
f106r,Diatragacanthi,28.6,2,8,6,Cinnamomum|Saccharum
f106r,Dianucum (Electuario de Nueces),23.5,2,8,9,Cinnamomum|Piper nigrum
f106r,Electuarium Diaspermaton,22.2,2,8,10,Cinnamomum|Piper longum
f106r,Philonium Romanum,52.6,5,8,11,Cinnamomum|Crocus|Myrrha|Piper longum|Piper nigrum
f106r,Theriac Diatessaron Magna,25.0,2,8,8,Cinnamomum|Myrrha
f106v,Theriac Magna (Triaca de Andromachus),25.0,5,6,34,Casia|Crocus|Myrrha|Piper longum|Styrax
f106v,Mithridatium,27.8,5,6,30,Cardamomum|Casia|Crocus|Myrrha|Piper longum
f106v,Diascordium,21.1,2,6,13,Piper longum|Styrax
f106v,Pillulae Cochiae,0.0,0,6,6,
f106v,Pillulae Aureae,15.4,1,6,7,Crocus
f106v,Unguentum Apostolorum,11.1,1,6,12,Myrrha
f106v,Electuarium de Succo Rosarum,0.0,0,6,8,
f106v,Aurea Alexandrina,28.6,4,6,22,Casia|Crocus|Myrrha|Piper longum
f106v,Confectio Hamech,0.0,0,6,15,
f106v,Hiera Picra (Hiera de Galeno),25.0,2,6,10,Casia|Crocus
f106v,Trifera Magna,29.4,5,6,28,Cardamomum|Casia|Crocus|Myrrha|Piper longum
f106v,Diamargariton (Electuario de Perlas),27.3,3,6,16,Cardamomum|Casia|Crocus
f106v,Diaciminum (Electuario de Comino),11.8,1,6,11,Piper longum
f106v,Unguentum Basilicon,0.0,0,6,7,
f106v,Unguentum Populeon,0.0,0,6,12,
f106v,Pillulae de Hiera cum Agarico,13.3,1,6,9,Crocus
f106v,Pillulae Fetidae (Pildoras Fetidas),14.3,1,6,8,Myrrha
f106v,Requies Magna (Requies Nicolai),8.7,1,6,17,Crocus
f106v,Diacodion (Jarabe de Adormidera),0.0,0,6,6,
f106v,Dialtea (Ungueento de Altea),0.0,0,6,10,
f106v,Philonium Persicum,50.0,6,6,18,Cardamomum|Casia|Crocus|Myrrha|Piper longum|Styrax
f106v,Oximel Compositum,12.5,1,6,10,Piper longum
f106v,Theriac Diatessaron,18.2,1,6,5,Myrrha
f106v,Theodoricon Euporistum,43.5,5,6,17,Cardamomum|Casia|Crocus|Myrrha|Piper longum
f106v,Diasatyrion,30.0,3,6,14,Cardamomum|Crocus|Piper longum
f106v,Diarodon Abbatis,27.3,3,6,16,Cardamomum|Casia|Crocus
f106v,Rosata Novella,15.4,1,6,7,Crocus
f106v,Letitia Galeni,20.0,2,6,14,Cardamomum|Crocus
f106v,Trifera Saracenica,50.0,5,6,14,Cardamomum|Casia|Crocus|Myrrha|Piper longum
f106v,Paulinum,42.1,4,6,13,Casia|Crocus|Myrrha|Piper longum
f106v,Electuarium Justinum,50.0,5,6,14,Cardamomum|Casia|Crocus|Myrrha|Piper longum
f106v,Electuarium de Baccis Lauri,23.5,2,6,11,Myrrha|Piper longum
f106v,Syrupus de Fumaria,0.0,0,6,9,
f106v,Confectio Anacardia,25.0,2,6,10,Crocus|Piper longum
f106v,Electuarium Diacostum,35.3,3,6,11,Cardamomum|Casia|Piper longum
f106v,Unguentum Marciaton,0.0,0,6,10,
f106v,Suffuf al-Tib (Polvo aromatico de Avicena),40.0,3,6,9,Cardamomum|Casia|Crocus
f106v,Itrifal Ustukhudus (Electuario de Espliego),11.1,1,6,12,Crocus
f106v,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),18.2,1,6,5,Myrrha
f106v,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),44.4,4,6,12,Cardamomum|Casia|Crocus|Piper longum
f106v,Unguentum Abulcasis (de vulneribus),14.3,1,6,8,Myrrha
f106v,Theriac Abulcasis (contra venenos),30.0,3,6,14,Crocus|Myrrha|Piper longum
f106v,Antidotum Hadriani,44.4,4,6,12,Casia|Crocus|Myrrha|Piper longum
f106v,Electuarium Ducis,11.8,1,6,11,Piper longum
f106v,Benedicta Laxativa,11.1,1,6,12,Crocus
f106v,Diatragacanthi,0.0,0,6,6,
f106v,Dianucum (Electuario de Nueces),0.0,0,6,9,
f106v,Electuarium Diaspermaton,12.5,1,6,10,Piper longum
f106v,Philonium Romanum,35.3,3,6,11,Crocus|Myrrha|Piper longum
f106v,Theriac Diatessaron Magna,14.3,1,6,8,Myrrha
f107r,Theriac Magna (Triaca de Andromachus),20.5,4,5,34,Cinnamomum|Crocus|Myrrha|Piper longum
f107r,Mithridatium,28.6,5,5,30,Cardamomum|Cinnamomum|Crocus|Myrrha|Piper longum
f107r,Diascordium,22.2,2,5,13,Cinnamomum|Piper longum
f107r,Pillulae Cochiae,0.0,0,5,6,
f107r,Pillulae Aureae,33.3,2,5,7,Cinnamomum|Crocus
f107r,Unguentum Apostolorum,11.8,1,5,12,Myrrha
f107r,Electuarium de Succo Rosarum,15.4,1,5,8,Cinnamomum
f107r,Aurea Alexandrina,29.6,4,5,22,Cinnamomum|Crocus|Myrrha|Piper longum
f107r,Confectio Hamech,10.0,1,5,15,Cinnamomum
f107r,Hiera Picra (Hiera de Galeno),26.7,2,5,10,Cinnamomum|Crocus
f107r,Trifera Magna,30.3,5,5,28,Cardamomum|Cinnamomum|Crocus|Myrrha|Piper longum
f107r,Diamargariton (Electuario de Perlas),28.6,3,5,16,Cardamomum|Cinnamomum|Crocus
f107r,Diaciminum (Electuario de Comino),25.0,2,5,11,Cinnamomum|Piper longum
f107r,Unguentum Basilicon,0.0,0,5,7,
f107r,Unguentum Populeon,0.0,0,5,12,
f107r,Pillulae de Hiera cum Agarico,28.6,2,5,9,Cinnamomum|Crocus
f107r,Pillulae Fetidae (Pildoras Fetidas),15.4,1,5,8,Myrrha
f107r,Requies Magna (Requies Nicolai),18.2,2,5,17,Cinnamomum|Crocus
f107r,Diacodion (Jarabe de Adormidera),18.2,1,5,6,Cinnamomum
f107r,Dialtea (Ungueento de Altea),0.0,0,5,10,
f107r,Philonium Persicum,43.5,5,5,18,Cardamomum|Cinnamomum|Crocus|Myrrha|Piper longum
f107r,Oximel Compositum,13.3,1,5,10,Piper longum
f107r,Theriac Diatessaron,20.0,1,5,5,Myrrha
f107r,Theodoricon Euporistum,45.5,5,5,17,Cardamomum|Cinnamomum|Crocus|Myrrha|Piper longum
f107r,Diasatyrion,42.1,4,5,14,Cardamomum|Cinnamomum|Crocus|Piper longum
f107r,Diarodon Abbatis,28.6,3,5,16,Cardamomum|Cinnamomum|Crocus
f107r,Rosata Novella,33.3,2,5,7,Cinnamomum|Crocus
f107r,Letitia Galeni,31.6,3,5,14,Cardamomum|Cinnamomum|Crocus
f107r,Trifera Saracenica,52.6,5,5,14,Cardamomum|Cinnamomum|Crocus|Myrrha|Piper longum
f107r,Paulinum,44.4,4,5,13,Cinnamomum|Crocus|Myrrha|Piper longum
f107r,Electuarium Justinum,52.6,5,5,14,Cardamomum|Cinnamomum|Crocus|Myrrha|Piper longum
f107r,Electuarium de Baccis Lauri,37.5,3,5,11,Cinnamomum|Myrrha|Piper longum
f107r,Syrupus de Fumaria,14.3,1,5,9,Cinnamomum
f107r,Confectio Anacardia,40.0,3,5,10,Cinnamomum|Crocus|Piper longum
f107r,Electuarium Diacostum,37.5,3,5,11,Cardamomum|Cinnamomum|Piper longum
f107r,Unguentum Marciaton,0.0,0,5,10,
f107r,Suffuf al-Tib (Polvo aromatico de Avicena),42.9,3,5,9,Cardamomum|Cinnamomum|Crocus
f107r,Itrifal Ustukhudus (Electuario de Espliego),23.5,2,5,12,Cinnamomum|Crocus
f107r,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),20.0,1,5,5,Myrrha
f107r,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),47.1,4,5,12,Cardamomum|Cinnamomum|Crocus|Piper longum
f107r,Unguentum Abulcasis (de vulneribus),15.4,1,5,8,Myrrha
f107r,Theriac Abulcasis (contra venenos),42.1,4,5,14,Cinnamomum|Crocus|Myrrha|Piper longum
f107r,Antidotum Hadriani,47.1,4,5,12,Cinnamomum|Crocus|Myrrha|Piper longum
f107r,Electuarium Ducis,25.0,2,5,11,Cinnamomum|Piper longum
f107r,Benedicta Laxativa,23.5,2,5,12,Cinnamomum|Crocus
f107r,Diatragacanthi,18.2,1,5,6,Cinnamomum
f107r,Dianucum (Electuario de Nueces),14.3,1,5,9,Cinnamomum
f107r,Electuarium Diaspermaton,26.7,2,5,10,Cinnamomum|Piper longum
f107r,Philonium Romanum,50.0,4,5,11,Cinnamomum|Crocus|Myrrha|Piper longum
f107r,Theriac Diatessaron Magna,30.8,2,5,8,Cinnamomum|Myrrha
f107v,Theriac Magna (Triaca de Andromachus),28.6,6,8,34,Casia|Crocus|Mel despumatum|Myrrha|Piper longum|Piper nigrum
f107v,Mithridatium,36.8,7,8,30,Cardamomum|Casia|Crocus|Mel despumatum|Myrrha|Piper longum|Piper nigrum
f107v,Diascordium,19.0,2,8,13,Mel despumatum|Piper longum
f107v,Pillulae Cochiae,14.3,1,8,6,Bdellium
f107v,Pillulae Aureae,13.3,1,8,7,Crocus
f107v,Unguentum Apostolorum,20.0,2,8,12,Bdellium|Myrrha
f107v,Electuarium de Succo Rosarum,0.0,0,8,8,
f107v,Aurea Alexandrina,40.0,6,8,22,Casia|Crocus|Mel despumatum|Myrrha|Piper longum|Piper nigrum
f107v,Confectio Hamech,8.7,1,8,15,Mel despumatum
f107v,Hiera Picra (Hiera de Galeno),33.3,3,8,10,Casia|Crocus|Mel despumatum
f107v,Trifera Magna,44.4,8,8,28,Bdellium|Cardamomum|Casia|Crocus|Mel despumatum|Myrrha|Piper longum|Piper nigrum
f107v,Diamargariton (Electuario de Perlas),25.0,3,8,16,Cardamomum|Casia|Crocus
f107v,Diaciminum (Electuario de Comino),31.6,3,8,11,Mel despumatum|Piper longum|Piper nigrum
f107v,Unguentum Basilicon,0.0,0,8,7,
f107v,Unguentum Populeon,0.0,0,8,12,
f107v,Pillulae de Hiera cum Agarico,11.8,1,8,9,Crocus
f107v,Pillulae Fetidae (Pildoras Fetidas),25.0,2,8,8,Bdellium|Myrrha
f107v,Requies Magna (Requies Nicolai),8.0,1,8,17,Crocus
f107v,Diacodion (Jarabe de Adormidera),0.0,0,8,6,
f107v,Dialtea (Ungueento de Altea),0.0,0,8,10,
f107v,Philonium Persicum,53.8,7,8,18,Cardamomum|Casia|Crocus|Mel despumatum|Myrrha|Piper longum|Piper nigrum
f107v,Oximel Compositum,22.2,2,8,10,Mel despumatum|Piper longum
f107v,Theriac Diatessaron,30.8,2,8,5,Mel despumatum|Myrrha
