Folio,Stem,Final_Atoms,Token_Count,N_Matched_Folios,N_Total_Recipe_Folios,Is_Identified,Identification
f104r,K1J1B1A3,B2|B3|C1|G1,6,5,16,False,
f104r,D1A1B1A3,B2|F1|G1,6,6,13,False,
f104r,B2,|A1|A2,6,7,22,False,
f104r,K1J1B1,A2|Ab,5,8,24,False,
f104r,K1A3,B2|C1,5,7,23,True,Crocus
f104r,C2A3,C1|F1|G1|G3,5,18,35,False,
f104r,K1J1,A1|A2,5,13,30,False,
f104r,K1A1,B2,5,20,37,False,
f104r,Q2A3,F3|G1,4,7,22,False,
f104r,K1J1A1B1,A2|B2,4,10,22,False,
f104r,Q1A3,C1|G1,4,6,22,False,
f104r,K1J1A1,B2|C1,4,20,37,False,
f104r,D1A1P1K1J1B1,A2,3,4,12,False,
f104r,C2,,3,19,29,False,
f104r,K1K2,A1|A2,3,15,31,False,
f104r,D1A1Q2,A2|F3,3,4,15,False,
f104r,A2Q2K2B1,A2,3,4,8,False,
f104r,L1A1B1,A2|A3,3,6,13,False,
f104r,C1A3,B2|C1|G1,3,8,23,True,Cardamomum
f104r,D1A1Q1K2,A1|A2,3,12,27,False,
f104r,P1K1B1A3,C1|F3,2,2,6,False,
f104r,A1A3,C1|F3,2,6,17,False,
f104r,A2Q2K2A1B1,A2,2,3,4,False,
f104r,K1K2B1A3,C1|G1,2,2,7,False,
f104r,K1J1A1BaA3,C1|F1,2,1,3,False,
f104r,D1A1Q1K2Ba,A2,2,3,13,False,
f104r,D1A1,B1|U2,2,6,22,True,Myrrha
f104r,A1B1A3,C1|G1,2,9,20,True,FUNCTION_WORD
f104r,B2Q1J1A1B1,A2,2,0,3,False,
f104r,A1B1,A2|C1,2,3,7,False,
f104r,D1A1Q1J1K1,A1|A2,2,1,6,False,
f104r,A1P1K1J1,A2,2,5,12,False,
f104r,A1K2A3,B2|C1,2,0,2,False,
f104r,L1,|B1,2,16,27,False,
f104r,A1B2Q1K1J1B1,A2,2,0,2,False,
f104r,A1P1A3,B3|F3,2,9,15,False,
f104r,K1U1J1,A2,2,3,11,True,Amomum
f104r,A1B2Q1K2A1,C1|C2,2,1,2,False,
f104r,A1Q2K2,A2,2,13,26,False,
f104r,A1B2K1J1,A1|B1,2,3,8,True,Crocus
f104r,D1A1A3,C1|G1,2,6,11,True,Myrrha
f104r,A1B2Q1A3,F3|G1,2,6,16,False,
f104r,A1T1J1B1,A2,1,0,1,False,
f104r,L1J1BaA3,G1,1,0,4,False,
f104r,A1Q2K2A1K1J1,A2,1,0,1,False,
f104r,K1U2J1B1,A2,1,0,2,False,
f104r,Q2K2B1A3C1A3,B3,1,0,1,False,
f104r,U2J1Ba,A2,1,0,1,False,
f104r,A1Q2,M1,1,8,21,False,
f104r,A2Q1A3,C1,1,4,13,False,
f104r,A1Q2J1B1,A2,1,6,14,False,
f104r,A1Q2A1B1,A2,1,4,5,False,
f104r,D1A1Q2K2A1,C2,1,1,4,False,
f104r,A1Q2K2B1,A2,1,8,21,False,
f104r,A1Q1,A2,1,10,18,False,
f104r,B1A3C1A3,B3,1,1,2,False,
f104r,LbK2B1,A2,1,0,6,False,
f104r,D1A1B1J1,H2,1,1,2,False,
f104r,K1C1,A2,1,0,1,False,
f104r,QaK1B1A3,B2,1,0,1,False,
f104r,D1A1L1J1Ba,A2,1,0,1,False,
f104r,K1,B2,1,18,32,False,
f104r,K1J1B1A3T1,A2,1,0,1,False,
f104r,B2A1,B1,1,4,18,False,
f104r,A1P1K1Ba,A2,1,0,2,False,
f104r,A2K1K2A1Ba,A2,1,0,1,False,
f104r,A1U1J1B1,A2,1,1,2,False,
f104r,A1Q2K1Ba,A2,1,1,3,False,
f104r,B1K1A1B1K2,C2,1,0,1,False,
f104r,L1J1A1,C2,1,14,29,True,FUNCTION_WORD
f104r,A1Q2K1J1B1,A2,1,2,8,False,
f104r,L1J1B1,A2,1,6,22,False,
f104r,A1Q1A3E1,B3,1,0,1,False,
f104r,A1B2L1K2B1,A2,1,0,1,False,
f104r,B2Q1K2B1,A2,1,3,13,False,
f104r,K1J1BaA3,B2,1,3,14,False,
f104r,A2K1K2A1,A2,1,1,3,False,
f104r,D1A1Q1A1,B2,1,8,16,False,
f104r,K1K2A1B1A3,B3,1,0,1,False,
f104r,Q2A1,B2,1,4,10,True,Zingiber|Mel despumatum
f104r,K1J1A1Ug,A2,1,0,1,False,
f104r,A1Q2A2,B1,1,0,1,False,
f104r,L1B1,A2,1,4,8,False,
f104r,D1A1Q1K1,B1,1,3,12,False,
f104r,A1U2J1A1B1,A2,1,0,1,False,
f104r,K1A1B2P2A1,C1,1,0,1,False,
f104r,A1Q2A3B2,C1,1,5,6,False,
f104r,A1Q2A1B1K1,A2,1,0,1,False,
f104r,A1Q2A1B2,A2,1,2,3,False,
f104r,L1A1B1A3,C1,1,1,8,False,
f104r,A1B2Q1K2B1,A2,1,3,10,False,
f104r,Q2L1B1A1,B2,1,0,1,False,
f104r,D1A1Q2K1J1B1,A2,1,3,6,False,
f104r,D1A1Q1A1K2,A2,1,0,1,False,
f104r,D1A1Q2J1A1B1,J1,1,5,7,False,
f104r,A1U2,A2,1,2,4,False,
f104r,D1A1Q2Aa,C1,1,2,4,False,
f104r,K1A1Q1A3,C1,1,4,14,False,
f104r,A1Q1K1,A1,1,4,9,False,
f104r,A1Q1K2A1B1,A2,1,3,6,False,
f104r,D1A1BaA3,B3,1,0,3,False,
f104r,K1B1,A2,1,8,17,False,
f104r,K1A1A3,G1,1,0,3,False,
f104r,A1B2Q1K2K1J1,Ab,1,0,1,False,
f104r,C2Aa,C1,1,2,6,False,
f104r,K1A1BaA3,G1,1,1,3,False,
f104r,K1A1B1,A2,1,8,21,False,
f104r,A1Q2A1B2Q1K2K1B1,A2,1,0,1,False,
f104r,A1K1J1A1U4J1,A2,1,0,1,False,
f104r,D1A1U2J1A1B1,A2,1,0,1,False,
f104r,A2Q1K2,A1,1,6,11,False,
f104r,D1A1J1P1K1,A2,1,0,1,False,
f104r,Q2J1,A2,1,2,5,False,
f104r,A2Q1K2L1J1B1,A2,1,0,1,False,
f104r,A1B2Q1K2A1B1,A2,1,1,3,False,
f104r,D1A1Q2J1,A2,1,6,14,False,
f104r,D1A1Q1J1Ba,A2,1,4,12,False,
f104r,A1Q2K2K1,A2,1,0,1,False,
f104r,K1A2Q2J1A1B1,A2,1,0,1,False,
f104r,B1K1K2A1Q1J1A1B1,A2,1,0,1,False,
f104r,D1A1B2A3,C1,1,0,2,False,
f104r,K1A1U1A3,C1,1,1,2,False,
f104r,A1Q2A3B2Q1L1J1B1,A2,1,0,1,False,
f104r,Q2A1A3,G1,1,1,2,False,
f104r,K1B1A3,C1,1,3,12,False,
f104r,K1J1A1Q1K2,A2,1,1,4,False,
f104r,Q1A3C1,A2,1,1,2,False,
f104r,A3F3A1,B1,1,1,6,False,
f104r,B2L1,B1,1,0,2,False,
f104r,B1L1J1A1,A2,1,5,9,True,Crocus
f104r,D1A1U2J1,A2,1,0,1,False,
f104r,D1A1Q1K1B1,A2,1,3,9,False,
f104r,K1M1Q1A3,E2,1,0,1,False,
f104r,A3B2A3,B3,1,2,8,False,
f104r,B1L1K2B1,A2,1,1,3,False,
f104r,K1J1A3,C1,1,3,12,False,
f104r,K1A3C1A3,G1,1,1,6,False,
f104r,Q2L1J1B1A3,C1,1,1,2,False,
f104r,K1B2B2,A1,1,0,1,False,
f104r,C1,B2,1,8,21,False,
f104r,L1J1,B1,1,13,29,False,
f104r,Q1K1J1Ba,A2,1,0,4,False,
f104r,K1A1Q1A1,C1,1,2,4,False,
f104r,K1K2B1,Ab,1,5,13,False,
f104r,A1P1K1A3,C1,1,0,2,False,
f104r,BaA3,B3,1,20,30,False,
f104r,L1J1A1U1J1,A2,1,1,2,False,
f104r,Q1J1K1B1,Ab,1,0,1,False,
f104r,A1Q1K2B1A3,B2,1,3,6,False,
f104r,K1A1B2Q1K2A1Ba,A2,1,0,1,False,
f104r,A1Q2K1A1,C1,1,3,6,False,
f104r,A3B2A1,B2,1,1,10,False,
f104r,A1Q1J1K1A1,B2,1,0,1,False,
f104r,Q1M1Ba,A2,1,0,1,False,
f104r,K1U1,A2,1,7,19,False,
f104r,K1J1U1,B1,1,4,12,False,
f104r,A3F3A3,B3,1,1,3,False,
f104r,L1A3,C1,1,3,16,False,
f104r,L1K2,A2,1,11,27,False,
f104r,L1J1A1B1,A2,1,5,13,False,
f104r,P1K1J1B1A3,C1,1,3,8,False,
f104r,B1,B2,1,11,22,False,
f104r,T1A3,G1,1,1,2,False,
f104r,D1J1Q1M1,A2,1,0,1,False,
f104r,D1A1P1A3C1A3,G1,1,0,1,False,
f104r,A1B2K1K2A3,C1,1,0,1,False,
f104r,A3C1A1,C1,1,3,6,False,
f104r,LbK2,A2,1,3,7,False,
f104r,A1B2Q1K2K1,A2,1,1,2,False,
f104r,K1K2A1,B2,1,8,14,True,Galbanum
f104r,AaQ2A3,B3,1,2,4,False,
f104r,A2L1J1A1B1A3,G1,1,0,1,False,
f104r,K1J1A1B2Q2A3,C1,1,0,1,False,
f104r,A3C1A1B1B2,A2,1,0,1,False,
f104r,A1Q1K2A1B2Q1K2,A1,1,0,2,False,
f104r,B2Q1J1A1B1A3,G1,1,0,2,False,
f104r,B2Q1N1,A2,1,0,1,False,
f104r,A1Q1J1A1B1,A2,1,1,2,False,
f104r,A1Q2J1K1B1,A2,1,0,2,False,
f104r,A1P1K1J1A1J1,P2,1,0,1,False,
f104r,D1A1P1A3,G1,1,4,7,False,
f104r,A1Q1LbK2,A2,1,0,1,False,
f104r,B2K1M1,A2,1,0,1,False,
f104r,B2Q1J1K1J1B1,A2,1,0,3,False,
f104r,K1A1B2K1A3,B3,1,0,1,False,
f104r,A2L1K2A1B1,A2,1,1,2,False,
f104r,A1Q1L1J1,A2,1,0,3,False,
f104r,A1Q2J1K1L1,A2,1,0,1,False,
f104r,A3B2K1,B1,1,0,2,False,
f104r,A1Q1K1J1K1,A2,1,0,1,False,
f104r,D1A1Q1K1K2B1,A2,1,0,1,False,
f104r,A1Q2K1B1A3,B2,1,0,1,False,
f104r,A1B2Q1M1,A2,1,1,5,False,
f104r,C1A1B2,A2,1,0,1,False,
f104r,P1K1A1,B2,1,4,6,False,
f104r,Q1L1J1A1B1,Ab,1,0,2,False,
f104r,D1A1Q1J1L1J1Ba,A2,1,0,1,False,
f104r,K1A1B2X1,A2,1,0,1,False,
f104r,A2L1A1,G1,1,0,2,False,
f104r,D1A1K1J1A1,B2,1,0,1,False,
f104r,A1B2A3B2,A2,1,0,1,False,
f104r,P1L1J1A1B1,A2,1,0,2,False,
f104r,K1A1P1A3,C1,1,0,1,False,
f104r,D1A1Q2A3B2,A2,1,0,3,False,
f104r,D1A1Q2L1J1Aa,B1,1,0,1,False,
f104r,D1A1Q2J1K1,A2,1,1,3,False,
f104r,D1A1P1K1A3,C1,1,0,3,False,
f104r,K1J1A1B1A3,B2,1,7,17,False,
f104r,A1C1A3,G1,1,11,26,True,Crocus
f104r,A1Q2J1A1B1,Ab,1,6,12,False,
f104r,AaQ1A3,G1,1,2,11,False,
f104r,AaC1K1J1A1,B2,1,0,1,False,
f104r,D1A1Q1K1A1,B2,1,3,6,False,
f104r,Q1K1J1A1B1,A2,1,1,3,False,
f104r,D1A1Q2K1B1,A2,1,2,9,False,
f104r,P1K1A1B2A1,C1,1,0,1,False,
f104r,A3B2Q1K1Ba,A2,1,0,1,False,
f104r,D1A1P1K1K2B1,A2,1,0,1,False,
f104r,A1P2A3G1,A1,1,0,1,False,
f104r,D1U2,A2,1,0,1,False,
f104r,A1G1A1B2A3,B2,1,0,1,False,
f104r,K1U2,A2,1,4,13,False,
f104r,D1A1Q2K2,A2,1,7,20,False,
f104r,D1A1Q1J1A1,C1,1,11,22,True,FUNCTION_WORD
f104r,D1A1Q1,B2,1,9,20,False,
f104r,A1D1A1U1,A2,1,0,1,False,
f104r,A2,,1,11,26,False,
f104r,B2LbJ1B1,A2,1,0,1,False,
f104r,K1A1B2Q1A3,C1,1,1,4,False,
f104r,Q2L1J1A1B1,B2,1,0,1,False,
f104r,D1A1QaK1J1Ba,A2,1,0,1,False,
f104r,A2QaK1B1,A2,1,0,1,False,
f104r,P1K1J1B1,A2,1,4,9,False,
f104r,D1A1Q1K2B1,A2,1,7,22,False,
f104r,A1Q2J1,A1,1,6,13,False,
f104r,A1Q1K1J1A1K1,A2,1,0,1,False,
f104r,D1A1K2B1A3,G1,1,0,3,False,
f104r,D1A1Q1Aa,G1,1,2,5,False,
f104r,A1B2K1K2,A1,1,1,6,False,
f104v,A3,|B2|B3|C1|F1|F3|G1|G3,32,20,37,False,
f104v,A1,|B2|C1,13,20,37,False,
f104v,K1J1B1,A2,13,8,24,False,
f104v,D1A1Q2A3,C1|E1|F1|F3|G1,11,9,25,False,
f104v,K1J1,A1|A2|B1,11,13,30,False,
f104v,K1K2,A1|A2|B1,10,15,31,False,
f104v,D1A1Q1A3,C1|F1|F3|G1|H1,10,11,27,False,
f104v,B2,|A1|C2,9,7,22,False,
f104v,A1Q2A3,B3|C1|F3|G1,7,15,31,True,FUNCTION_WORD
f104v,K1J1B1A3,B2|B3|F1|G1,7,5,16,False,
f104v,B1A3,B2|C1|G1,7,21,38,False,
f104v,L1J1A1,B2|C2,6,14,29,True,FUNCTION_WORD
f104v,D1A1Q1K1,A2|B1,6,3,12,False,
f104v,D1A1Q1K2,A1|A2,6,12,27,False,
f104v,K1A1,B2|C1,5,20,37,False,
f104v,D1A1Q2K1J1,A1|B1,5,1,5,False,
f104v,A1Q1A3,B4|F1|G1,5,14,30,True,Piper longum
f104v,K1J1A1,B2|C2,5,20,37,False,
f104v,Q1A3,C1|F1|G1,5,6,22,False,
f104v,L1A1,B1|B2|C1,4,14,27,True,FUNCTION_WORD
f104v,D1A1Q2A1,B2,4,4,11,False,
f104v,K1K2B1,A2,4,5,13,False,
f104v,D1A1Q2K2,A1|A2|Ba,3,7,20,False,
f104v,A1B1A3,C1|F1|G1,3,9,20,True,FUNCTION_WORD
f104v,C2,,3,19,29,False,
f104v,D1A1Q2,A2,3,4,15,False,
f104v,A1Q2K2B1,A2,3,8,21,False,
f104v,D1A1Q1A1,B2,3,8,16,False,
f104v,B2Q1A3,C1|F3|G1,3,5,20,False,
f104v,D1A1Q2K1B1,A2,3,2,9,False,
f104v,D1A1Q1K1J1B1,A2,3,3,10,False,
f104v,L1K2B1,A2,3,4,11,False,
f104v,K1A1B1A3,C1|F1|G1,3,6,14,False,
f104v,D1A1B1A3,G1,3,6,13,False,
f104v,A3C1,A2,3,3,8,False,
f104v,L1J1,A1|A2,3,13,29,False,
f104v,B2Q1K2,A2|B1,3,5,16,False,
f104v,A3B2,A2|C2,2,2,9,False,
f104v,D1A1Q1K2B1,A2,2,7,22,False,
f104v,B1,|B2,2,11,22,False,
f104v,D1A1Q2K2B1,A2,2,5,15,False,
f104v,K1A1Q1A3,C1|F1,2,4,14,False,
f104v,D1A1,B2|H1,2,6,22,True,Myrrha
f104v,D1A1Q1,A1|A2,2,9,20,False,
f104v,C2A1,B2,2,10,18,True,FUNCTION_WORD
f104v,A2K1J1,A1,2,3,10,False,
f104v,K1J1Aa,C1,2,1,5,False,
f104v,B2K1J1,A1|A2,2,2,13,False,
f104v,A2K1J1A1,B2,2,3,8,False,
f104v,K1J1A1B1,A2,2,10,22,False,
f104v,K1K2Q2A3,C1|G1,2,0,1,False,
f104v,A2Q2K1J1B1,A2,2,2,4,False,
f104v,C1A3,B3|G1,2,8,23,True,Cardamomum
f104v,D1A1U1K2,A2,2,0,1,False,
f104v,K1B1A1,C1,2,2,6,False,
f104v,A2Q2A3,G1,2,5,14,False,
f104v,L1,A1,2,16,27,False,
f104v,L1K2,A1|A2,2,11,27,False,
f104v,D1A1K1J1,A2,2,1,5,False,
f104v,A2,,2,11,26,False,
f104v,K1K2A1,B1|C2,2,8,14,True,Galbanum
f104v,C2A3,C1,2,18,35,False,
f104v,Cd,,2,0,1,False,
f104v,D1A1Q1M1,A2|Ab,2,7,15,False,
f104v,A1Q1M1,A2,2,4,12,False,
f104v,A1Q1K2,A2|Ab,2,12,26,False,
f104v,P1K1B1Aa,G1,1,0,1,False,
f104v,A1P1K1K2B1,A2,1,1,3,False,
f104v,A1B2Q2K1K2,A2,1,0,1,False,
f104v,A1P1K1J1B1,A2,1,5,15,False,
f104v,J1A3,C1,1,0,1,False,
f104v,K1J1A1B1A3,G1,1,7,17,False,
f104v,K1K2Q1A3,F1,1,0,3,False,
f104v,B1A1,B3,1,8,16,False,
f104v,A2K1J1BaA3,G1,1,0,2,False,
f104v,K1A1U1,A2,1,5,10,False,
f104v,A2B1A3,G1,1,1,4,False,
f104v,D1A1Q1A3B3Ba,A2,1,0,1,False,
f104v,A1C1A3,B3,1,11,26,True,Crocus
f104v,A1Q1J1A1,B2,1,10,18,True,FUNCTION_WORD
f104v,A1W1,A2,1,1,2,False,
f104v,A1K2B1A3,G1,1,0,2,False,
f104v,D1A1M1,A2,1,1,6,False,
f104v,D1A1Q1K2Ba,A2,1,3,13,False,
f104v,B1K1J1A1,B2,1,5,9,False,
f104v,K1BaK2,A2,1,0,1,False,
f104v,A1K2A1B1A3,F1,1,0,1,False,
f104v,A3F3A1,B2,1,1,6,False,
f104v,C2A1B2K1,B1,1,0,1,False,
f104v,L1J1B1,A2,1,6,22,False,
f104v,D1A1QaA3,F1,1,0,3,False,
f104v,T1J1,A1,1,1,2,False,
f104v,A1P1K1J1Ba,A2,1,1,5,False,
f104v,D1A1Q2A3B1,A2,1,0,1,False,
f104v,C2K1J1,A1,1,1,2,False,
f104v,B2K1A1B1,Ab,1,0,1,False,
f104v,D1A1S1,A2,1,0,1,False,
f104v,K1J1A1B1A3B2A1,B2,1,0,1,False,
f104v,Q2K1A1B1B2,C2,1,0,1,False,
f104v,K1K2A1Ba,A2,1,0,1,False,
f104v,K1K2A1A1,B2,1,0,1,False,
f104v,A2Q1K2Ba,A2,1,0,2,False,
f104v,K1A1Q2J1B1,A2,1,1,2,False,
f104v,D1A1J1Q1,A2,1,0,1,False,
f104v,B2K1J1A1,B1,1,1,8,False,
f104v,D1A1Q2J1B1A1,C1,1,1,2,False,
f104v,A2K1K2B1,A2,1,0,3,False,
f104v,D1A1W2,A2,1,0,1,False,
f104v,A2Q1K1J1B1A1,C1,1,0,1,False,
f104v,K1K2Q1,A2,1,0,5,False,
f104v,P1A1B2K1J1K1,A2,1,0,1,False,
f104v,A1Q2J1A1,Ab,1,10,18,True,Casia
f104v,K1A1Q2K1,C2,1,0,1,False,
f104v,K1K2Q2,A3,1,1,2,False,
f104v,A1Q2M1,A2,1,2,7,False,
f104v,A1Q2K2Ba,A2,1,3,10,False,
f104v,P1A3,C1,1,3,7,False,
f104v,A1B2Q2J1B1,A2,1,0,1,False,
f104v,D1A1K2K1B1,A2,1,0,1,False,
f104v,D1A1Q1J1A1,B2,1,11,22,True,FUNCTION_WORD
f104v,K1J1BaA3,C1,1,3,14,False,
f104v,B2K1J1A1B2L1J1B1,A2,1,0,1,False,
f104v,K1J1Q1,A2,1,4,11,False,
f104v,BaA3F1B1,B2,1,0,1,False,
f104v,Q2AaB2Q1L1J1,Ab,1,0,1,False,
f104v,K1A1U2,A2,1,0,3,False,
f104v,D1A1Q1J1A1K1,A2,1,0,1,False,
f104v,B1B2K1,B1,1,0,3,False,
f104v,Q2K1B1,A2,1,1,3,False,
f104v,B1K1K2B1,A2,1,0,2,False,
f104v,K1W2,A2,1,0,2,False,
f104v,B1K1B1A3,C1,1,0,1,False,
f104v,K1B1,A2,1,8,17,False,
f104v,A1B2Q1K1,A2,1,0,1,False,
f104v,B1A3B1A3,B3,1,0,1,False,
f104v,A2K1K2K1,A2,1,0,1,False,
f104v,Kj,C2,1,0,1,False,
f104v,A1Q2Q1K1J1B1,A2,1,0,1,False,
f104v,K1A1B2QaK1,A2,1,0,1,False,
f104v,B1K1K2A1,A2,1,1,3,False,
f104v,A1Q2K1J1,A1,1,2,9,False,
f104v,C2A3C1A3,F1,1,0,4,False,
f104v,P1K1J1A1,C1,1,4,9,True,Cinnamomum
f104v,K1P1K1J1A1,C1,1,0,2,False,
f104v,K1A1B2Q1L1J1B1,A2,1,0,1,False,
f104v,LbK2B1,A2,1,0,6,False,
f104v,P2K1A1,C1,1,0,1,False,
f104v,A1B2,C2,1,9,12,False,
f104v,K1J1Q1A3,B2,1,2,8,False,
f104v,B2K1K2B1,A2,1,0,4,False,
f104v,D1A1Q2K1K2B1,A2,1,1,3,False,
f104v,D1A1Q2K1J1B1,A2,1,3,6,False,
f104v,K1A1C1A1,B2,1,1,3,False,
f104v,K1B1A3,C1,1,3,12,False,
f104v,A2L1A1,C1,1,0,2,False,
f104v,L1A1Q1K1J1,A2,1,0,1,False,
f104v,D1A1Q2K1,A2,1,2,7,False,
f104v,D1A1Q1K1J1Ba,A2,1,1,5,False,
f104v,B2C2A3,G1,1,0,1,False,
f104v,D1K1A1,C1,1,0,1,False,
f104v,Q2A3,B2,1,7,22,False,
f104v,Q2K1J1,A2,1,1,8,False,
f104v,D1A1Q1K1J1,A2,1,2,9,False,
f104v,D1A1B1K2,A2,1,0,1,False,
f104v,K1U1B1,A2,1,1,2,False,
f104v,B1A3F3A3,C1,1,0,2,False,
f104v,A2Q1A3,G1,1,4,13,False,
f104v,K1M1,A2,1,1,4,False,
f104v,K1A1U1J1B1,A2,1,0,1,False,
f104v,A1Q2A1,C1,1,10,20,True,Myrrha
f104v,B1L1K2,A2,1,2,5,False,
f104v,D1A1A2Q1K2,A2,1,0,1,False,
f104v,B2K1J1B1,A2,1,4,16,False,
f104v,D1A1Q1J1B1A3,G1,1,2,5,False,
f104v,AaC1K1U2,A2,1,0,1,False,
f104v,A2L1J1A1,C1,1,2,4,False,
f104v,K1A1K1,C2,1,0,1,False,
f104v,P1K1A1C1A1,C1,1,0,1,False,
f104v,C1,,1,8,21,False,
f104v,K1P1K1,C2,1,0,3,False,
f104v,A1B2L1,A1,1,2,3,False,
f104v,A1B2K1K2,A2,1,1,6,False,
f104v,D1A1Q1K2K1,A2,1,0,5,False,
f104v,K1A1B1,A2,1,8,21,False,
f104v,Q1K1,J1,1,1,2,False,
f104v,L1A1B1A3,G1,1,1,8,False,
f104v,K1J1A1Q1K1J1,A1,1,0,1,False,
f104v,B2A1,B2,1,4,18,False,
f104v,K1A3E1,B3,1,0,1,False,
f104v,L1A3,G1,1,3,16,False,
f104v,D1A1K2A1,B2,1,1,2,False,
f104v,A1Q2A3F3A1,C1,1,0,1,False,
f104v,K1K2A1B1,A2,1,1,5,False,
f104v,A1Q1K1K2,A2,1,1,3,False,
f104v,A3B1A3,B3,1,0,1,False,
f104v,K1J1A1C1A3,G1,1,1,2,False,
f104v,U2J1,Ab,1,9,14,False,
f104v,D1A1K2,A2,1,4,10,False,
f104v,B2Q1K2B1,A2,1,3,13,False,
f104v,P2K1J1B1A2Q1K1J1B1,A2,1,0,1,False,
f104v,K1J1A1T1J1,A2,1,0,1,False,
f104v,A3H3,A1,1,0,1,False,
f104v,D1A1C2A3,G1,1,0,2,False,
f104v,T2J1,A1,1,0,1,False,
f104v,A2Q2M1,A2,1,2,4,False,
f104v,A2Q1K2,A2,1,6,11,False,
f104v,J1Q2A3,C1,1,0,1,False,
f104v,A1B2K1,A1,1,0,4,False,
f104v,P1L1J1A1B1A3,C1,1,0,1,False,
f104v,D1A1Q2K1J1B1A3,C1,1,0,1,False,
f104v,A1Q1A3V2,A2,1,0,1,False,
f104v,L1J1A1B1,A2,1,5,13,False,
f104v,D1A1QaJ1Ba,A2,1,0,1,False,
f104v,Q2A1P1A3,G1,1,0,1,False,
f104v,A1Q1K2B1,A2,1,7,18,False,
f104v,D1A1Q1K1J1A1B1A3,G1,1,0,1,False,
f104v,P1A1C2A3F3,A2,1,0,1,False,
f104v,A2Q2J1B1A3,C1,1,0,1,False,
f104v,L1A1J1P2K1K2A2Q1J1K1,A2,1,0,1,False,
f104v,A1B1,B2,1,3,7,False,
f104v,D1A1P1K1K2,A2,1,0,2,False,
f104v,A1C1A1B1A3,B3,1,0,1,False,
f104v,A1Q1J1K1J1,A2,1,0,1,False,
f104v,K1K1,A2,1,1,2,False,
f104v,Aa,C1,1,7,16,False,
f104v,A2L1J1,A2,1,3,7,False,
f104v,K1A3,C1,1,7,23,True,Crocus
f104v,C1A1,G3,1,4,12,False,
f104v,B2Q1K1,C2,1,1,3,False,
f104v,A3B2A1,B1,1,1,10,False,
f104v,A1Q1K1J1B1,A2,1,1,8,False,
f104v,A1C1K1J1Ba,A2,1,0,1,False,
f104v,Q2K1J1B1,A2,1,4,10,False,
f104v,D1A1Q2J1K1,A2,1,1,3,False,
f104v,A1Q2K1K2A1B2Q1K2Ba,A3,1,0,1,False,
f104v,K1K2Ba,A2,1,3,7,False,
f104v,A1Q2K2B1K1J1,A2,1,0,1,False,
f104v,D1A1K2B1,A3,1,3,6,False,
f104v,B2K1A3,B2,1,0,5,False,
f104v,LbK2,A2,1,3,7,False,
f104v,Q2M1,A1,1,0,1,False,
f104v,Q1M1,A2,1,1,6,False,
f104v,A1Q1M1B1,A2,1,1,4,False,
f104v,D1A1Q2A1A1B1A3,G1,1,0,1,False,
f104v,A1C1A1,B3,1,1,6,False,
f105r,A3,B2|B3|C1|F1|F3|G1|G3|H1,29,20,37,False,
f105r,A1,|A2|B2|C1|G1|G3|Q1|Q2,16,20,37,False,
f105r,B1A3,B2|B3|C1|F3|G1,14,21,38,False,
f105r,A1B1A3,B2|C1|G1,6,9,20,True,FUNCTION_WORD
f105r,A1Q2A3,B3|C1|F3|G1,6,15,31,True,FUNCTION_WORD
f105r,D1A1Q1A3,B2|F3|G1,5,11,27,False,
f105r,C1,|A2,5,8,21,False,
f105r,A1Q1A3,B2|F3|G1|G3,5,14,30,True,Piper longum
f105r,D1A1Q1K2,A2|B1,4,12,27,False,
f105r,K1J1,A2|Ab|C2,4,13,30,False,
f105r,A1Q2K2B1,A2,4,8,21,False,
f105r,K1J1Ba,A2,4,7,19,False,
f105r,K1J1B1,A2,4,8,24,False,
f105r,K1K2,A1|A2|Ab,3,15,31,False,
f105r,C1A3,G1,3,8,23,True,Cardamomum
f105r,K1J1A1B1,A2|Ab,3,10,22,False,
f105r,A2Q1A3,B3|F3|G1,3,4,13,False,
f105r,P1A3,C1|G1|G3,3,3,7,False,
f105r,D1A1Q1J1B1,A2|Ab,3,4,13,False,
f105r,B2A3,B2|G1|H1,3,3,11,False,
f105r,A3C1A1B1,A2|Ab,2,4,7,False,
f105r,A1Q2K1Ba,A2,2,1,3,False,
f105r,A1Q1K2,A2|C2,2,12,26,False,
f105r,D1A1B1,A2|Ab,2,2,3,False,
f105r,A2Q2K2,A2|Ab,2,4,6,False,
f105r,D1A1Q1K2Ba,A2,2,3,13,False,
f105r,D1A1Q2A3,B3|C1,2,9,25,False,
f105r,A2,|B2,2,11,26,False,
f105r,D1A1P1K1J1B1,A2|Ab,2,4,12,False,
f105r,D1A1Q2J1A1B1,A2|Ab,2,5,7,False,
f105r,A2Q2J1A1B1,A2,2,1,1,False,
f105r,L1J1,A1|A2,2,13,29,False,
f105r,C2A3,G1,2,18,35,False,
f105r,L1K2,A2,2,11,27,False,
f105r,B1A3G1B1,A2,2,2,2,False,
f105r,B1A2Q2K2,A2,2,1,1,False,
f105r,A1K2,A2|C2,2,3,5,False,
f105r,L1A1,B1|B2,2,14,27,True,FUNCTION_WORD
f105r,Q1A1,B2|C1,2,5,6,True,Zingiber|Mel despumatum
f105r,A1Q1M1,A2,2,4,12,False,
f105r,A1Q2K2,A2,2,13,26,False,
f105r,A1BaA3,C1|G1,2,2,3,False,
f105r,B2Q1J1B1,A2,2,2,5,False,
