Folio,Stem,Final_Atoms,Token_Count,N_Matched_Folios,N_Total_Recipe_Folios,Is_Identified,Identification
f94r,A1B1Aa,C1,1,1,1,False,
f94r,A1Q1,A2,1,10,18,False,
f94r,D1A1Q2A3,C1,1,9,25,False,
f94r,A1B2A3,G1,1,10,21,False,
f94r,Q2A1B1A3,B2,1,2,3,False,
f94r,K1A1B2Q1,A2,1,1,2,False,
f94r,L1B1,A2,1,4,8,False,
f94r,A1Q2A1B1,A2,1,4,5,False,
f94r,D1A1Q1A1B2K1J1,A2,1,1,1,False,
f94r,A1P1A3C1,A2,1,2,3,False,
f94r,L1A1,C1,1,14,27,True,FUNCTION_WORD
f94r,A1B2Q1K2Ba,A2,1,2,6,False,
f94r,Q1K1B1,A2,1,1,2,False,
f94r,K1K2Ba,A2,1,3,7,False,
f94r,Q1A3B2K1B1,A2,1,1,1,False,
f94r,K1J1,Ba,1,13,30,False,
f94r,K1A1,B2,1,20,37,False,
f94r,K1J1Q1A3,C1,1,2,8,False,
f94r,A1B2Q1J1A1Ba,A2,1,1,1,False,
f94r,A1Q1K2Ba,A2,1,5,9,False,
f94r,A2Q1A3C1,A1,1,1,1,False,
f94r,C2A3,G1,1,18,35,False,
f94r,K1A3Q1,A2,1,1,1,False,
f94r,D1A1Q2K1B1,A2,1,2,9,False,
f94r,A1Q2A3B2,A2,1,5,6,False,
f94r,K1J1Ba,A2,1,7,19,False,
f94r,B1,A2,1,11,22,False,
f94r,K1U1A3,G1,1,1,4,False,
f94r,D1A1,P2,1,6,22,True,Myrrha
f94r,P1K1J1B1A3,C1,1,3,8,False,
f94r,K1J1A1,C1,1,20,37,False,
f94r,A3B2,C2,1,2,9,False,
f94r,Aa,,1,7,16,False,
f94r,X1A1W1,A2,1,1,1,False,
f94r,A2Q2,A2,1,1,1,False,
f94r,A1C2A3,F1,1,2,4,False,
f94r,B1A2Q2K1Ba,A2,1,1,1,False,
f94v,A1,B2|C1,5,20,37,False,
f94v,A3,B3|C1|F3|G1,4,20,37,False,
f94v,A1Q2K2,A2,3,13,26,False,
f94v,A1Q2A3,C1|G1,3,15,31,True,FUNCTION_WORD
f94v,A1Q2K1,A2,3,2,5,False,
f94v,B1A3,C1|G1,3,21,38,False,
f94v,A1Q1A3,B2|G1,2,14,30,True,Piper longum
f94v,D1A1Q2A3,C1,2,9,25,False,
f94v,D1A1Q1A3,C1|G1,2,11,27,False,
f94v,K1Ba,A2,2,2,4,False,
f94v,Q2L1J1Ba,A2,1,1,1,False,
f94v,K1J1BaA3,C1,1,3,14,False,
f94v,K1A3,C1,1,7,23,True,Crocus
f94v,D1A1Q1K1J1Ba,A2,1,1,5,False,
f94v,BaA3,C1,1,20,30,False,
f94v,A1P1K1A3U3,A2,1,1,1,False,
f94v,A1Q2K2BaA3,E2,1,1,1,False,
f94v,Q2K2B1,A2,1,2,6,False,
f94v,D1J1Q1K2,A2,1,2,2,False,
f94v,Q2K2BaA3,B2,1,1,1,False,
f94v,A2Q1K2B1,A2,1,3,7,False,
f94v,A2L1J1Ba,A2,1,1,1,False,
f94v,K1,Ba,1,18,32,False,
f94v,A1Q2J1Ba,A2,1,4,13,False,
f94v,C2BaA3B2Q2A3,B3,1,1,1,False,
f94v,K1B1,A2,1,8,17,False,
f94v,D1A1Q1K1,A2,1,3,12,False,
f94v,Q2A3,B3,1,7,22,False,
f94v,B1K1B1,A2,1,2,2,False,
f94v,Q1J1B1,A2,1,4,6,False,
f94v,D1A1Q1K1Ba,A2,1,2,4,False,
f94v,A1Q1K1,A2,1,4,9,False,
f94v,Q2J1BaA3,F1,1,1,2,False,
f94v,K1J1B1,A2,1,8,24,False,
f94v,D1A1Q1L1,B1,1,2,5,False,
f94v,A1Q1K1B1,A2,1,1,4,False,
f94v,D1A1Q1J1A3,B2,1,1,6,False,
f94v,K1A1C1K1A1,C1,1,1,1,False,
f94v,Q2K1A1,C1,1,2,5,True,Zingiber|Mel despumatum
f94v,A2K1K2,A1,1,7,17,False,
f94v,B2Q1J1A1,B2,1,3,3,False,
f94v,A1P1K1B1,A2,1,4,5,False,
f94v,A3C1A3,B2,1,6,12,False,
f94v,A1Q2A1,C1,1,10,20,True,Myrrha
f94v,Q2A3B1,A2,1,1,1,False,
f94v,A1Q2,A2,1,8,21,False,
f94v,Q2AaQ1,A2,1,1,1,False,
f94v,L1J1,A2,1,13,29,False,
f94v,P1K1J1B1A3,G1,1,3,8,False,
f94v,L1J1A1U2,A2,1,1,1,False,
f94v,T1J1B1,A2,1,3,4,False,
f94v,P2K1,Ba,1,1,2,False,
f94v,D1A1Q2K1,A2,1,2,7,False,
f94v,P1A3,C1,1,3,7,False,
f94v,A2Q2A3,C1,1,5,14,False,
f94v,A1Q1J1B1,A2,1,6,11,False,
f94v,A1Q1K2B1,A2,1,7,18,False,
f94v,D1A1Q1LbJ1,A2,1,1,2,False,
f94v,A2,,1,11,26,False,
f94v,A2P1K1BaA3,F3,1,1,1,False,
f94v,C2,,1,19,29,False,
f94v,A1B2,A2,1,9,12,False,
f94v,K1K2,A2,1,15,31,False,
f94v,A1Q1K1A3,G1,1,2,4,False,
f94v,L1,Aa,1,16,27,False,
f94v,Q2A3C1A3C1A3,F1,1,1,1,False,
f94v,A1Q2A1B1,A2,1,4,5,False,
f94v,D1A1B1A3,C1,1,6,13,False,
f94v,Q2A1B1A3,G1,1,2,3,False,
f94v,L1W2,A2,1,1,1,False,
f94v,K1J1Q2A3,G1,1,3,6,False,
f94v,A2Q1A1,B2,1,2,2,False,
f94v,D1A1Q1,A2,1,9,20,False,
f94v,K2Ba,A2,1,1,1,False,
f94v,A1Q1,A2,1,10,18,False,
f94v,K1U2,A2,1,4,13,False,
f94v,K1U1,A2,1,7,19,False,
f96r,A1,B2|C1|G3,6,20,37,False,
f96r,K1A1,B2|C1|C2|U6,5,20,37,False,
f96r,L1J1A1,B2|C1,3,14,29,True,FUNCTION_WORD
f96r,C2,,3,19,29,False,
f96r,Q2A1,B2|C1,2,4,10,True,Zingiber|Mel despumatum
f96r,T1J1A1,B2|C1,2,5,5,True,Crocus
f96r,U2J1,A2,2,9,14,False,
f96r,K1J1A1,B2,2,20,37,False,
f96r,A1Q2K1A1B1A1,B2|C1,2,1,1,False,
f96r,B1,|A2,2,11,22,False,
f96r,K1K2A1,C1,1,8,14,True,Galbanum
f96r,U1J1A1,C2,1,6,6,False,
f96r,A1B2L1K2A1C2A1,B2,1,1,1,False,
f96r,K1A1BaA3,C1,1,1,3,False,
f96r,A2Q2A1,B2,1,1,1,False,
f96r,A1Q2K2A1,C1,1,3,8,False,
f96r,A1Q2K2,A2,1,13,26,False,
f96r,D1A1Q1J1A1Ba,A2,1,2,3,False,
f96r,D1A1Q1K2A1Ba,A2,1,1,1,False,
f96r,Q2A1A3,G1,1,1,2,False,
f96r,W2A1BaA3,B2,1,1,1,False,
f96r,U1J1A1B1,A2,1,2,3,True,Styrax
f96r,Q1J1A1B1,Aa,1,4,6,False,
f96r,K1A1B1A1,B2,1,1,1,False,
f96r,A1Q2,A2,1,8,21,False,
f96r,K1Q1K1A1,B2,1,2,3,False,
f96r,K1A1Q1K1A1,C1,1,1,1,False,
f96r,L1J1A1U1,A2,1,1,1,False,
f96r,K1A1B2,A2,1,5,7,False,
f96r,B1A3,G1,1,21,38,False,
f96r,K1A1B1A3,G1,1,6,14,False,
f96r,D1A1Q1J1A1,B2,1,11,22,True,FUNCTION_WORD
f96r,A1Q1A1,B2,1,12,19,True,Piper nigrum
f96r,B2A1,C1,1,4,18,False,
f96r,U1K2,A2,1,5,5,False,
f96r,K1A1B2A1B1,A2,1,2,2,True,Cardamomum
f96r,U2J1A1,C1,1,8,8,True,FUNCTION_WORD
f96r,U1A1,C1,1,4,5,True,Zingiber|Mel despumatum
f96r,K1Q1J1,A2,1,3,4,False,
f96r,U1A1U2,A2,1,1,1,False,
f96r,K1A1U1,A2,1,5,10,False,
f96r,A2Q1J1A1,C1,1,6,6,False,
f96r,C2J1K1K2A1,B2,1,1,1,False,
f96r,D1A1Q1M1,A2,1,7,15,False,
f96r,BaA3,G1,1,20,30,False,
f96r,Q2A1BaA3,C1,1,1,1,False,
f96r,L1J1,A1,1,13,29,False,
f96r,U2A1B1,A2,1,3,3,False,
f96r,L1A1Q1A1T2,A2,1,1,1,False,
f96r,K1A1P1K1,A1,1,1,2,False,
f96r,B1A1C1,A2,1,2,2,False,
f96r,L1A1U2A1B1,A2,1,1,1,False,
f96r,L1A1U1,A2,1,2,4,False,
f96r,Q2J1A1,B2,1,8,11,False,
f96r,K1J1A1Ba,A2,1,1,3,False,
f96r,L1A1B1A1,B2,1,2,2,True,Cardamomum
f96r,D1A1Q1K1A1,B1,1,3,6,False,
f96r,A3,G1,1,20,37,False,
f96r,K1A1Q1J1,A2,1,3,3,False,
f96r,B1K1J1A1,C1,1,5,9,False,
f96r,K1J1A1B1A3,G1,1,7,17,False,
f96r,K1,C2,1,18,32,False,
f96r,A3C1K1J1A1B1,A2,1,1,1,False,
f96r,A1Q2J1A1B1L1,A1,1,1,1,False,
f96r,D1A1Q2K1A1,C2,1,2,2,False,
f96v,K1J1A1,B3|C1,2,20,37,False,
f96v,C2A1,C1|W2,2,10,18,True,FUNCTION_WORD
f96v,BaA3,F1|G1,2,20,30,False,
f96v,P1L1K2,C2,1,1,1,False,
f96v,D1A1J1P1L1J1A1Ba,A2,1,1,1,False,
f96v,A1B1A3,C1,1,9,20,True,FUNCTION_WORD
f96v,A1T1K2,A1,1,1,1,False,
f96v,A1P1A3,C1,1,9,15,False,
f96v,A2C2A3,C1,1,2,4,False,
f96v,A2Q2J1A3,C1,1,1,1,False,
f96v,A2Q2J1A1,C1,1,4,4,True,Crocus
f96v,A1B2K1K2,A2,1,1,6,False,
f96v,B1Q2J1A1B1A1,G1,1,1,1,False,
f96v,C2A3C1,A1,1,2,2,False,
f96v,D1A1K1J1,C2,1,1,5,False,
f96v,A2,,1,11,26,False,
f96v,B1K1J1A1Q2J1A1,C2,1,1,1,False,
f96v,T1J1A1,C2,1,5,5,True,Crocus
f96v,K1U2A1C2,A2,1,1,1,False,
f96v,U2,,1,5,6,False,
f96v,A2Q2K1J1,A2,1,3,4,False,
f96v,B1L1J1A1,C2,1,5,9,True,Crocus
f96v,L1K2,A2,1,11,27,False,
f96v,Q2J1A1U2J1,A2,1,1,1,False,
f96v,S2K2A1B1A1B1,A2,1,1,1,False,
f96v,Q2A1U1,A2,1,3,3,False,
f96v,U2J1,A2,1,9,14,False,
f96v,U1K2A1B1,A2,1,1,1,False,
f96v,A3,C1,1,20,37,False,
f96v,M1A2Q1J1,A2,1,1,1,False,
f96v,A2Q2K2A1B1,A2,1,3,4,False,
f96v,Q2J1A1B1A3,C1,1,3,3,False,
f96v,A1B2K1J1,A2,1,3,8,True,Crocus
f96v,C2,A2,1,19,29,False,
f96v,L1J1A1B1A3,B2,1,1,3,False,
f96v,K1A1C1A1C1,A2,1,1,1,False,
f96v,A2K1K2,A2,1,7,17,False,
f96v,U1J1Aa,B2,1,1,1,True,Crocus
f96v,B1A3G1,C2,1,1,1,False,
f96v,A3J1A1,B2,1,1,1,False,
f96v,U1J1A1,C1,1,6,6,False,
f96v,K1J1A1C1A3,G1,1,1,2,False,
f96v,U2J1A1,C1,1,8,8,True,FUNCTION_WORD
f96v,A1C1A3,B2,1,11,26,True,Crocus
f96v,K1A3,C1,1,7,23,True,Crocus
f96v,U1J1,A2,1,6,6,False,
f96v,C2A3,C1,1,18,35,False,
f96v,A1,C2,1,20,37,False,
f96v,K1J1U1J1,A2,1,3,7,True,Crocus
f96v,C2A1C2A3,C1,1,2,2,True,Crocus
f96v,K1K2Q1J1,A1,1,1,2,True,Crocus
f96v,C2A1A2C2A3,C1,1,1,1,False,
f99r,A3,B2|F1|F3|G1,6,20,37,False,
f99r,A1Q1J1A1,B2,6,10,18,True,FUNCTION_WORD
f99r,BaA3,B3|C1|G1,6,20,30,False,
f99r,B1A3,B2|G1,5,21,38,False,
f99r,A1Q1K2,A2,5,12,26,False,
f99r,L1J1A1,B2,4,14,29,True,FUNCTION_WORD
f99r,K1A1,B2|C1,4,20,37,False,
f99r,U1J1,A2,4,6,6,False,
f99r,A1,|C1|G1,4,20,37,False,
f99r,L1A1,B2|C1,3,14,27,True,FUNCTION_WORD
f99r,C2,,3,19,29,False,
f99r,U1A1,B2|C1,3,4,5,True,Zingiber|Mel despumatum
f99r,D1A1Q1K2,A1|A2,3,12,27,False,
f99r,A1Q1A3C1,A2,2,1,1,False,
f99r,A1Q1,A2,2,10,18,False,
f99r,A1B2A3,G1|G3,2,10,21,False,
f99r,C2A3,C1,2,18,35,False,
f99r,K1,C2,2,18,32,False,
f99r,A1C1A3,C1|G1,2,11,26,True,Crocus
f99r,K1K2,A2|C2,2,15,31,False,
f99r,A1Q1J1A1B2,A2,2,2,2,False,
f99r,D1A1Q1J1,A2,2,7,18,False,
f99r,D1A1Q1A1B2,A2|B1,2,1,1,False,
f99r,D1A1Q2A1,B2,2,4,11,False,
f99r,A1Q1A1,C1|C2,2,12,19,True,Piper nigrum
f99r,K1J1,A2,2,13,30,False,
f99r,U2K2,A2,2,6,7,False,
f99r,A1Q1M1,A2,2,4,12,False,
f99r,Q1K2,A1|A2,2,9,16,False,
f99r,A1Q1AaC1A3BaA1,B4,1,1,1,False,
f99r,B1A3C1A3,C1,1,1,2,False,
f99r,C2A3B2,A1,1,2,2,False,
f99r,A1C1,A1,1,6,6,False,
f99r,A1Q1Aa,C1,1,2,3,False,
f99r,C2A3B2A1,B2,1,1,1,False,
f99r,C2Q1K2A3,B2,1,1,1,False,
f99r,A1Q1AaB2,A1,1,2,2,False,
f99r,A1Q2A3B2A3,B3,1,2,4,False,
f99r,A1Q2A3B2Ba,A2,1,2,2,False,
f99r,P1K1J1A1B1,A2,1,2,4,False,
f99r,A1Q2J1A1B1,A2,1,6,12,False,
f99r,T1K2,A2,1,1,1,False,
f99r,Q2L1A1,B2,1,1,2,False,
f99r,T2J1A1,B2,1,1,1,False,
f99r,C2A3C1A1L1,A2,1,1,1,False,
f99r,Q1A1B2L1J1A1,B2,1,1,1,False,
f99r,DaA1J1A1,B2,1,1,1,False,
f99r,U1A1C1,A2,1,1,1,False,
f99r,B1K1J1A1,C1,1,5,9,False,
f99r,A2U1,A2,1,1,1,False,
f99r,D1A1Q1K2A1,C1,1,3,9,True,Casia
f99r,K1A1C1,A2,1,2,2,True,Amomum
f99r,D1A1Q1J1A1,C1,1,11,22,True,FUNCTION_WORD
f99r,A2Q1A1,B2,1,2,2,False,
f99r,K1A1B1,A2,1,8,21,False,
f99r,U1,A2,1,3,3,False,
f99r,A1P1A3C1A3,B2,1,1,1,False,
f99r,A1A3C1,A1,1,1,1,False,
f99r,A3B2A1B2,A2,1,2,2,False,
f99r,AaA3C1Aa,C1,1,1,1,False,
f99r,K1A1Q1,A2,1,4,6,False,
f99r,A2Q2J1A1B2,B1,1,1,1,False,
f99r,K1J1A1Q2K1,A2,1,1,1,False,
f99r,Q1A1B1A3,G1,1,1,1,False,
f99r,A1P1K1J1,A2,1,5,12,False,
f99r,D1A1Q1,A2,1,9,20,False,
f99r,B1Aa,C1,1,3,3,False,
f99r,A1Q2K1A1,C1,1,3,6,False,
f99r,A1P1L1,A1,1,1,1,False,
f99r,A1Q2J1A1J1P2A1,B2,1,1,1,False,
f99r,B1L1J1A1,B2,1,5,9,True,Crocus
f99r,U1J1A1,B2,1,6,6,False,
f99r,A1Q1J1Aa,B2,1,2,2,False,
f99r,U2J1A1,B2,1,8,8,True,FUNCTION_WORD
f99r,U1Aa,B2,1,2,2,False,
f99r,BaA3B2,Ba,1,1,1,False,
f99r,Q2A1,B2,1,4,10,True,Zingiber|Mel despumatum
f99r,K1J1A1B1,A2,1,10,22,False,
f99r,D1A1Q1A1,B2,1,8,16,False,
f99r,A1Q1A1B2,A2,1,1,1,False,
f99r,A1Q1A1B2Ba,A2,1,1,1,False,
f99r,D1A1Q1Aa,B2,1,2,5,False,
f99r,A1Q1K1A1,B2,1,3,4,False,
f99r,Q2L1A1B2B1,A2,1,1,1,False,
f99r,A1J1Q1J1,A2,1,1,2,False,
f99r,K1A1W1,A2,1,1,1,False,
f99r,C2K1J1A2J1,Q2,1,1,1,False,
f99r,C2A3G1,A2,1,1,1,False,
f99r,C2AaC1,A2,1,1,1,False,
f99r,Q2L1K2A1,C1,1,1,1,False,
f99r,T1J1A1,B2,1,5,5,True,Crocus
f99r,S1J1,A2,1,1,1,False,
f99r,P1K1A1,B2,1,4,6,False,
f99r,A2P1K1A1,B2,1,1,1,False,
f99r,K1A1B2,A2,1,5,7,False,
f99r,D1A1Q2A1U2J1,A2,1,1,1,False,
f99r,D1Q1A1C1,A2,1,1,1,False,
f99r,C2A1,B2,1,10,18,True,FUNCTION_WORD
f99r,Q1J1L1J1,A2,1,2,2,False,
f99r,D1A1Q1M1,A2,1,7,15,False,
f99r,B1A1B2K1J1,A2,1,1,1,False,
f99r,K1J1A1,B3,1,20,37,False,
f99r,K1K2A1Q1K2,A2,1,1,1,False,
f99r,K1J1U1J1,A2,1,3,7,True,Crocus
f99r,B1A1,C1,1,8,16,False,
f99r,A1B2B1,A2,1,3,4,False,
f99r,L1K2,A2,1,11,27,False,
f99r,Q1J1A1B1,A2,1,4,6,False,
f99r,AaB2,C2,1,3,3,False,
f99r,K1Q1K2,A2,1,3,5,False,
f99r,A2Q1K2,A2,1,6,11,False,
f99r,K1A1Ba,A2,1,1,3,False,
f99r,A2Q2J1A1B2B1,A2,1,1,1,False,
f99r,Q2A1B2C2A3C2,A2,1,1,1,False,
f99r,Q2A1B2Q1K2,A2,1,1,1,False,
f99r,AbQ1J1A1,B2,1,1,1,False,
f99r,K1J1A1B1A3,B2,1,7,17,False,
f99r,AaQ1J1,A1,1,1,1,False,
f99r,C1,,1,8,21,False,
f99r,AaB2K1K2,B4,1,1,1,False,
f99r,A1A1B2C2A3,B2,1,1,1,False,
f99r,A1Q1J1C2,A2,1,1,1,False,
f99r,L1J1C2J1Q1,A2,1,1,1,False,
f99r,A2L1A3,G1,1,1,2,False,
f99r,U7J1,A2,1,3,3,False,
f99r,AaU2J1,A2,1,1,1,False,
f99r,B1,A2,1,11,22,False,
f99r,L1U6,L1,1,1,1,False,
f99r,A2K1A1,C1,1,3,5,False,
f99r,A1B2,C2,1,9,12,False,
f99r,Aa,C1,1,7,16,False,
f99r,A3B4A3F3Aa,B3,1,1,1,False,
f99v,A1,|B2|C1|Q1,11,20,37,False,
f99v,B1A3,C1|C2|G1|G3,7,21,38,False,
f99v,A1Q1A1,B2|G1,6,12,19,True,Piper nigrum
f99v,D1A1Q1A1,B2|C1,6,8,16,False,
f99v,A1Q1J1A1,B2|C1,6,10,18,True,FUNCTION_WORD
f99v,D1A1Q1J1A1,B2,5,11,22,True,FUNCTION_WORD
f99v,A3,G1|H1,4,20,37,False,
f99v,B1,A2|A3,3,11,22,False,
f99v,A1Q2A3,B2|C1,2,15,31,True,FUNCTION_WORD
f99v,A1B2B1,A2,2,3,4,False,
f99v,C2,,2,19,29,False,
f99v,D1A1Q1J1,A1|A2,2,7,18,False,
f99v,D1A1Q1K2,A1|A2,2,12,27,False,
f99v,K1A1,B2|C1,2,20,37,False,
f99v,B1A1B2BaA3,B3,2,1,1,False,
f99v,D1A1Q1K2A1,B2|C1,2,3,9,True,Casia
f99v,A1Q1A3,B2|G1,2,14,30,True,Piper longum
f99v,A1B2Q1J1A1,B2,2,1,3,False,
f99v,AaQ1A3C1A3B3,A2,1,1,1,False,
f99v,A1Q2A1B2B1,A2,1,1,1,False,
f99v,K1,A2,1,18,32,False,
f99v,A3C1,A2,1,3,8,False,
f99v,A1Q2A3B2,A2,1,5,6,False,
f99v,A1B2C2,A2,1,1,1,False,
f99v,A3C1A1,B2,1,3,6,False,
f99v,A1Q2A1Q1,A2,1,2,2,False,
f99v,C2A1,B2,1,10,18,True,FUNCTION_WORD
f99v,K1J1A1B2,C2,1,2,3,True,Saccharum
f99v,A1U1J1,A2,1,1,2,False,
f99v,D1A1W1,A2,1,1,1,False,
f99v,D1Q1A1B2B1,A2,1,1,1,False,
f99v,A1Q2K2,A2,1,13,26,False,
f99v,BaA3,F1,1,20,30,False,
f99v,K1A1Q2,A2,1,2,6,False,
f99v,D1A1Q1K1A1,B2,1,3,6,False,
f99v,A1Q1A1B2B1,A2,1,3,3,False,
f99v,D1SaAaB2B1,A2,1,1,1,False,
f99v,Q2AaB2,A2,1,1,1,False,
f99v,K1A1U1,A2,1,5,10,False,
f99v,A1Q2A1,B2,1,10,20,True,Myrrha
f99v,A1Q2,A2,1,8,21,False,
f99v,A1Q2A1S1J1,A2,1,1,1,False,
f99v,K1A1C2A3,G1,1,2,3,False,
f99v,A1Q1AaC1A3,G1,1,1,1,False,
f99v,L1A1U2,A2,1,1,2,False,
f99v,A1B2A1F3A3,B3,1,1,1,False,
f99v,AaQ1A3B2BaA1B1,A2,1,1,1,False,
f99v,A1M1C2A3C1,A2,1,1,1,False,
f99v,B1A3H1,J1,1,1,1,False,
f99v,C2A3C1,A2,1,2,2,False,
f99v,C2A3G3,A1,1,1,1,False,
f99v,A1Q2A1B2C2A3,C1,1,1,1,False,
f99v,A1C2A3C1,A2,1,1,1,False,
f99v,B1A1C1A1,C1,1,1,1,False,
f99v,A1Q1K2A1B1,A2,1,3,6,False,
f99v,A1P1A3,C1,1,9,15,False,
f99v,A1QaA1,C1,1,1,1,False,
f99v,J1A1C2A3,G1,1,1,1,False,
f99v,A1Q2A1C1A3,G1,1,3,3,False,
f99v,L1J1,A2,1,13,29,False,
f99v,A1B2,C2,1,9,12,False,
f99v,D1A1J1Q2A3,B2,1,1,2,False,
f99v,A1Q2J1,A2,1,6,13,False,
f99v,Q1K2A1,B2,1,4,7,False,
f99v,U2J1A1,B2,1,8,8,True,FUNCTION_WORD
f99v,D1A1Q1A3,G1,1,11,27,False,
f99v,A1Q1J1A1B2B1,A2,1,1,1,False,
f99v,D1A1Q1J1A1B2,A1,1,1,1,False,
f99v,B2K1A1,B2,1,1,2,False,
f99v,L1J1A1B1A1,B2,1,1,2,False,
f99v,D1A1Q1K2K1A1,B3,1,1,1,False,
f99v,L1,A1,1,16,27,False,
f99v,K1A1B2L1J1,A2,1,1,1,False,
f99v,A1Q1J1A1B1A3,B2,1,1,2,False,
f99v,B1A3C1A1B2A3B2,A2,1,1,1,False,
f99v,A1Q1J1K1,A2,1,2,3,False,
f99v,A1B2J1Q1A1,C1,1,1,1,False,
f99v,A1Q1J1A1B1A1,C1,1,1,1,False,
f99v,A1B2Q1,A2,1,1,2,False,
f99v,D1A1Q2K2A1,A2,1,1,4,False,
f99v,K1A1Q1A1,B2,1,2,4,False,
f99v,A1B2P1K1J1,A2,1,1,1,False,
f99v,A1Q1K2Ba,A2,1,5,9,False,
f99v,A1Q1A1B2A1,B2,1,1,1,False,
f99v,B1A1,B2,1,8,16,False,
f99v,A1Q1K2A1,B2,1,6,7,True,Casia
f99v,U1J1A1,B2,1,6,6,False,
f99v,A1Q1A3B2A3,G1,1,2,6,False,
f99v,A1Q1A1B2A3,G1,1,1,1,False,
f99v,K1J1A1B2Ba,A2,1,1,1,False,
f99v,A2A3,G1,1,4,6,True,Cinnamomum
f99v,A1B2A3,G1,1,10,21,False,
f99v,D1A1U1J1,A2,1,4,6,False,
f99v,A1B2L1,A2,1,2,3,False,
f99v,A1Q1M1,A2,1,4,12,False,
f99v,A1D1A1K2A1,B2,1,1,1,False,
f99v,K1J1A1,B2,1,20,37,False,
f99v,K1A1B1,A2,1,8,21,False,
f99v,A1Q1Aa,G1,1,2,3,False,
f99v,A1C1A3B2A3,C2,1,1,1,False,
f99v,RgJ1A1,B2,1,1,1,False,
f99v,C2A1TbJ1,A2,1,1,1,False,
f99v,A1Q1AaB2,A2,1,2,2,False,
f99v,K1K2,A2,1,15,31,False,
f99v,L1A1Q1A1,B2,1,1,1,False,
f99v,A2Q1J1,A2,1,1,1,False,
f99v,L1A1,B2,1,14,27,True,FUNCTION_WORD
f99v,AaQ1K1J1,A2,1,1,1,False,
f99v,U1J1,A2,1,6,6,False,
f99v,A1Q1J1A1Ba,A2,1,1,3,False,
f99v,A1B1A3,G1,1,9,20,True,FUNCTION_WORD
f99v,D1A1Q1,A2,1,9,20,False,
f99v,A1B2A3B2B1,A2,1,1,1,False,
f99v,D1A1U1A1,B2,1,8,8,False,
f99v,Aa,G1,1,7,16,False,
f99v,L1A1B1,A2,1,6,13,False,
f99v,A3F2B1A3,B2,1,1,1,False,
f99v,A3F2B1A3F2,B3,1,1,1,False,
f99v,L1J1A1,B2,1,14,29,True,FUNCTION_WORD
f99v,A1C1A3B2A1B2,A2,1,1,1,False,
f99v,A2Q1J1A1,B2,1,6,6,False,
f99v,A1Q1A1B2B1A3B2,A2,1,1,1,False,
f99v,A2K1A1,B2,1,3,5,False,
f99v,A1B2Q1K2A1B2B1,A2,1,1,1,False,
f99v,Q1A1B2K2A3C1A1,B2,1,1,1,False,
f100r,K1A1,B2|C1|C2,9,20,37,False,
f100r,L1A1,B2|C1,4,14,27,True,FUNCTION_WORD
f100r,L1J1A1,B1|C1,3,14,29,True,FUNCTION_WORD
f100r,K1J1A1,B2,3,20,37,False,
f100r,C2,|A1,2,19,29,False,
f100r,D1A1Q2K2,A2|C2,2,7,20,False,
f100r,D1A1Q2J1A1,B2,2,3,6,True,Cardamomum
f100r,A1Q1K2A1,B2|C2,2,6,7,True,Casia
f100r,A1B2K1J1A1,B2|B3,2,1,2,True,Cardamomum
f100r,T1A1,B2,2,3,4,True,Galanga|Cubeba|Nux moschata
f100r,C2A3,E1|G1,2,18,35,False,
f100r,K1A1C2A3C1A1L1A1,B2,1,1,1,False,
f100r,C2A1K1A1C1T2,A2,1,1,1,False,
f100r,A1Q2J1A3,C1,1,4,8,False,
f100r,K1A1P2A3C1,A2,1,1,1,False,
f100r,C2A3C1K1A3,C1,1,1,1,False,
f100r,B1A3G1B1,A2,1,2,2,False,
f100r,A1C1A3C1,A1,1,1,2,False,
f100r,K2AaB2C2A3,F1,1,1,1,False,
f100r,C2A1E1Q2,A2,1,1,1,False,
f100r,C2A1C2A3,B3,1,2,2,True,Crocus
f100r,B1A3Q1A1,U2,1,1,1,False,
f100r,C2A1P2A3,B4,1,1,1,False,
f100r,P1K1J1A1,B2,1,4,9,True,Cinnamomum
f100r,D1A1T1K2U1,A2,1,1,1,False,
f100r,L1A1B1A1,B2,1,2,2,True,Cardamomum
f100r,TaB1A3PeA1Q2,A1,1,1,1,False,
f100r,K1D1J1A1,C2,1,1,1,False,
f100r,L1K2,A2,1,11,27,False,
f100r,K1Wd,A1,1,1,1,False,
f100r,B1L1J1A1,C1,1,5,9,True,Crocus
f100r,U2J1,A2,1,9,14,False,
f100r,D1A1Q1K2,A2,1,12,27,False,
f100r,A1Q2K2,A2,1,13,26,False,
f100r,A2Q1K2A1B1A3,F1,1,1,1,False,
f100r,C2AaC1A3C1A2B1A3,G1,1,1,1,False,
f100r,BaA3,G1,1,20,30,False,
f100r,B1K2A3B3K1A1,B2,1,1,1,False,
f100r,K1Q1K2,A2,1,3,5,False,
f100r,D1A1Q1J1A1B1,A2,1,4,7,True,Cardamomum
f100r,D1A1Q1J1A1,B2,1,11,22,True,FUNCTION_WORD
f100r,C1A3,G1,1,8,23,True,Cardamomum
f100r,A1Q2A3,B2,1,15,31,True,FUNCTION_WORD
f100r,A2Q1M1,A1,1,2,4,False,
f100r,B1K1J1A1,C1,1,5,9,False,
f100r,D1A1Q1K2A1,B2,1,3,9,True,Casia
f100r,D1A1Q1K2A1B1,A2,1,2,7,False,
f100r,B1AaC1J1,A3,1,1,1,False,
